epsilon,delta,memory,relativeError,averageError,queryTime,updateTime
0.02,0.00012207,1704248,1.86226,2.94161,57,125
0.002,0.00012207,109052216,4.46836e-08,1.25114e-05,73,260
0.05,0.00012207,213304,18.2629,29.2643,56,113
0.02,6.10352e-05,1835344,1.71332,2.63149,63,130
0.002,6.10352e-05,117440848,4.46836e-08,1.25114e-05,81,244
0.05,6.10352e-05,229712,19.1854,30.092,60,120
0.02,3.05176e-05,1966440,1.56727,2.45946,70,151
0.002,3.05176e-05,125829480,4.46836e-08,1.25114e-05,85,276
0.05,3.05176e-05,246120,19.1443,30.0249,66,127
0.02,1.52588e-05,2097536,1.54759,2.3696,84,155
0.002,1.52588e-05,134218112,4.46836e-08,1.25114e-05,88,289
0.05,1.52588e-05,262528,17.0988,26.8084,76,131
0.02,7.62939e-06,2228632,1.33448,2.10719,93,165
0.002,7.62939e-06,142606744,4.46836e-08,1.25114e-05,115,307
0.05,7.62939e-06,278936,15.7814,25.0448,92,136
0.02,3.8147e-06,2359728,2.12931,3.38139,98,177
0.002,3.8147e-06,150995376,4.46836e-08,1.25114e-05,166,493
0.05,3.8147e-06,295344,17.1139,27.0872,106,154
0.02,1.90735e-06,2490824,1.35563,2.09136,119,208
0.002,1.90735e-06,159384008,4.46836e-08,1.25114e-05,153,407
0.05,1.90735e-06,311752,17.928,28.1266,103,167
0.02,0.25,262192,19.8187,29.4189,7,23
0.002,0.25,16777264,4.46836e-08,1.25114e-05,9,32
0.05,0.25,32816,117.381,183.831,5,25
0.02,0.125,393288,6.62458,10.2455,10,36
0.002,0.125,25165896,4.46836e-08,1.25114e-05,20,63
0.05,0.125,49224,47.4258,74.6731,14,37
0.02,0.0625,524384,8.78175,13.4784,14,41
0.002,0.0625,33554528,4.46836e-08,1.25114e-05,52,89
0.05,0.0625,65632,52.483,81.7962,14,49
0.02,0.03125,655480,3.44892,5.25107,24,69
0.002,0.03125,41943160,4.46836e-08,1.25114e-05,37,140
0.05,0.03125,82040,33.4196,52.5747,18,48
0.02,0.015625,786576,4.10364,6.43407,28,71
0.002,0.015625,50331792,4.46836e-08,1.25114e-05,42,141
0.05,0.015625,98448,32.6724,51.2553,23,55
0.02,0.0078125,917672,2.44249,3.91762,32,73
0.002,0.0078125,58720424,4.46836e-08,1.25114e-05,46,155
0.05,0.0078125,114856,29.519,46.3346,27,67
0.02,0.00390625,1048768,2.5921,4.09624,37,97
0.002,0.00390625,67109056,4.46836e-08,1.25114e-05,59,179
0.05,0.00390625,131264,25.5352,40.2464,28,89
0.02,0.00195312,1179864,2.22533,3.41669,37,87
0.002,0.00195312,75497688,4.46836e-08,1.25114e-05,66,167
0.05,0.00195312,147672,22.9654,36.1268,34,86
0.02,0.000976562,1310960,2.24062,3.47855,51,110
0.002,0.000976562,83886320,4.46836e-08,1.25114e-05,81,253
0.05,0.000976562,164080,23.8008,37.4831,64,133
0.02,0.000488281,1442056,2.19074,3.47675,71,262
0.002,0.000488281,92274952,4.46836e-08,1.25114e-05,91,209
0.05,0.000488281,180488,20.8773,32.7058,42,89
0.02,0.000244141,1573152,1.9184,2.94505,48,128
0.002,0.000244141,100663584,2.9655e-05,6.25571e-05,70,257
0.05,0.000244141,196896,23.3613,36.5893,47,96
0.02,0.00012207,1704248,1.61979,2.62777,70,177
0.002,0.00012207,109052216,4.46836e-08,1.25114e-05,70,220
0.05,0.00012207,213304,21.175,32.965,59,117
0.02,6.10352e-05,1835344,1.7138,2.74183,61,126
0.002,6.10352e-05,117440848,4.46836e-08,1.25114e-05,76,237
