epsilon,delta,memory,averageError,queryTime,updateTime,threshold
0.185616,0.03125,5240,477.89,50,631,0.1
0.185616,0.03125,5288,463.274,48,579,0.01
0.185616,0.03125,6216,342.377,55,633,0.001
0.185616,0.03125,32168,127.244,50,796,0.0001
0.185616,0.03125,56760,111.067,49,867,1e-05
0.13125,0.03125,10360,292.346,51,624,0.1
0.13125,0.03125,10408,294.106,49,644,0.01
0.13125,0.03125,11336,234.108,54,630,0.001
0.13125,0.03125,37288,85.2187,50,761,0.0001
0.13125,0.03125,61880,71.4443,51,797,1e-05
0.0928078,0.03125,20600,190.112,51,576,0.1
0.0928078,0.03125,20648,166.1,64,612,0.01
0.0928078,0.03125,21576,140.083,58,675,0.001
0.0928078,0.03125,47528,56.9588,53,826,0.0001
0.0928078,0.03125,72120,46.875,53,897,1e-05
0.065625,0.03125,41080,94.6488,50,627,0.1
0.065625,0.03125,41128,99.8457,55,644,0.01
0.065625,0.03125,42056,90.6182,56,687,0.001
0.065625,0.03125,68008,38.2704,53,878,0.0001
0.065625,0.03125,92600,32.1208,58,886,1e-05
0.0464039,0.03125,82040,53.6619,51,635,0.1
0.0464039,0.03125,82088,51.7948,61,687,0.01
0.0464039,0.03125,83016,50.5158,53,755,0.001
0.0464039,0.03125,108968,24.2334,53,920,0.0001
0.0464039,0.03125,133560,20.3718,50,824,1e-05
0.0328125,0.03125,163960,26.0412,49,602,0.1
0.0328125,0.03125,164008,26.27,51,588,0.01
0.0328125,0.03125,164936,25.9264,50,616,0.001
0.0328125,0.03125,190888,15.9605,49,813,0.0001
0.0328125,0.03125,215480,12.4929,50,898,1e-05
0.0232019,0.03125,327800,12.3343,51,631,0.1
0.0232019,0.03125,327848,14.3279,53,707,0.01
0.0232019,0.03125,328776,11.7124,56,668,0.001
0.0232019,0.03125,354728,8.12668,60,824,0.0001
0.0232019,0.03125,379320,7.22569,58,906,1e-05
0.0164062,0.03125,655480,4.90895,65,801,0.1
0.0164062,0.03125,655528,10.4153,52,653,0.01
0.0164062,0.03125,656456,6.17315,52,688,0.001
0.0164062,0.03125,682408,5.13945,55,843,0.0001
0.0164062,0.03125,707000,3.89856,56,908,1e-05
0.011601,0.03125,1310840,2.63957,55,680,0.1
0.011601,0.03125,1310888,2.3246,56,682,0.01
0.011601,0.03125,1311816,3.33468,57,717,0.001
0.011601,0.03125,1337768,1.71763,53,903,0.0001
0.011601,0.03125,1362360,1.77652,62,1135,1e-05
0.00820312,0.03125,2621560,0.37817,57,772,0.1
0.00820312,0.03125,2621608,1.78288,49,658,0.01
0.00820312,0.03125,2622536,0.45215,49,657,0.001
0.00820312,0.03125,2648488,0.48767,51,793,0.0001
0.00820312,0.03125,2673080,0.511867,54,847,1e-05
0.00580049,0.03125,5243000,0.00469178,54,708,0.1
0.00580049,0.03125,5243048,0.00395361,57,675,0.01
0.00580049,0.03125,5243976,0.00102594,59,724,0.001
0.00580049,0.03125,5269928,0.153265,68,888,0.0001
0.00580049,0.03125,5294520,0.271986,58,895,1e-05
0.00410156,0.03125,10485880,0,62,730,0.1
0.00410156,0.03125,10485928,0,74,681,0.01
0.00410156,0.03125,10486856,0.00138877,65,725,0.001
0.00410156,0.03125,10512808,0.00172658,69,879,0.0001
0.00410156,0.03125,10537400,0,63,946,1e-05
0.00290024,0.03125,20971640,0,61,671,0.1
0.00290024,0.03125,20971688,0,89,733,0.01
0.00290024,0.03125,20972616,0,66,762,0.001
0.00290024,0.03125,20998568,0.000212694,72,922,0.0001
0.00290024,0.03125,21023160,0,70,941,1e-05
0.742462,0.125,264,3869.6,48,625,0.1
0.742462,0.125,312,3356.19,45,641,0.01
0.742462,0.125,1240,1534.33,46,688,0.001
0.742462,0.125,27192,630.5,47,834,0.0001
0.742462,0.125,51784,832.25,48,876,1e-05
0.525,0.125,456,2744.69,44,634,0.1
0.525,0.125,504,1816.57,44,658,0.01
0.525,0.125,1432,1236.24,50,669,0.001
0.525,0.125,27384,487.007,44,846,0.0001
0.525,0.125,51976,498.351,43,856,1e-05
0.371231,0.125,840,1268.39,46,583,0.1
0.371231,0.125,888,1171.59,49,606,0.01
0.371231,0.125,1816,902.386,43,655,0.001
0.371231,0.125,27768,323.95,49,989,0.0001
0.371231,0.125,52360,339.982,49,952,1e-05
0.2625,0.125,1608,1064.45,42,575,0.1
0.2625,0.125,1656,913.748,45,578,0.01
0.2625,0.125,2584,573.77,45,638,0.001
0.2625,0.125,28536,245.292,47,963,0.0001
0.2625,0.125,53128,225.68,46,876,1e-05
0.185616,0.125,3144,610.317,43,606,0.1
0.185616,0.125,3192,567.868,43,635,0.01
0.185616,0.125,4120,433.444,45,663,0.001
0.185616,0.125,30072,160.272,46,769,0.0001
0.185616,0.125,54664,133.213,47,814,1e-05
0.13125,0.125,6216,386.413,50,719,0.1
0.13125,0.125,6264,361.921,48,735,0.01
0.13125,0.125,7192,278.72,45,655,0.001
0.13125,0.125,33144,110.848,49,841,0.0001
0.13125,0.125,57736,87.7659,51,906,1e-05
0.0928078,0.125,12360,234.22,49,680,0.1
0.0928078,0.125,12408,234.732,47,687,0.01
0.0928078,0.125,13336,191.875,48,697,0.001
0.0928078,0.125,39288,97.6528,44,854,0.0001
0.0928078,0.125,63880,62.1083,46,861,1e-05
0.065625,0.125,24648,134.248,47,614,0.1
0.065625,0.125,24696,136.016,47,616,0.01
0.065625,0.125,25624,121.479,47,653,0.001
0.065625,0.125,51576,47.6707,45,828,0.0001
0.065625,0.125,76168,40.1681,47,868,1e-05
0.0464039,0.125,49224,72.2437,45,610,0.1
0.0464039,0.125,49272,74.1706,46,690,0.01
0.0464039,0.125,50200,66.9861,48,656,0.001
0.0464039,0.125,76152,31.6357,46,790,0.0001
0.0464039,0.125,100744,29.4408,43,748,1e-05
0.0328125,0.125,98376,43.0692,40,539,0.1
0.0328125,0.125,98424,37.9447,42,558,0.01
0.0328125,0.125,99352,37.3036,41,575,0.001
0.0328125,0.125,125304,20.1847,41,724,0.0001
0.0328125,0.125,149896,21.4944,41,813,1e-05
0.0232019,0.125,196680,21.164,40,555,0.1
0.0232019,0.125,196728,20.8048,41,553,0.01
0.0232019,0.125,197656,18.4731,41,580,0.001
0.0232019,0.125,223608,11.2648,42,709,0.0001
0.0232019,0.125,248200,9.11299,43,766,1e-05
0.0164062,0.125,393288,11.8148,48,561,0.1
0.0164062,0.125,393336,8.48698,41,546,0.01
0.0164062,0.125,394264,8.25777,41,588,0.001
0.0164062,0.125,420216,6.60451,41,733,0.0001
0.0164062,0.125,444808,7.16729,43,760,1e-05
0.011601,0.125,786504,3.81827,42,551,0.1
0.011601,0.125,786552,4.27827,42,557,0.01
0.011601,0.125,787480,3.45981,42,579,0.001
0.011601,0.125,813432,2.90473,42,734,0.0001
0.011601,0.125,838024,2.21603,41,818,1e-05
0.00820312,0.125,1572936,0.546524,45,583,0.1
0.00820312,0.125,1572984,1.90304,42,592,0.01
0.00820312,0.125,1573912,0.688653,47,596,0.001
0.00820312,0.125,1599864,1.63318,42,766,0.0001
0.00820312,0.125,1624456,1.29761,52,796,1e-05
0.00580049,0.125,3145800,0.000950868,41,657,0.1
0.00580049,0.125,3145848,0,52,647,0.01
0.00580049,0.125,3146776,0.501845,42,690,0.001
0.00580049,0.125,3172728,0.376318,46,809,0.0001
0.00580049,0.125,3197320,0.39685,55,1085,1e-05
0.00410156,0.125,6291528,0,54,648,0.1
0.00410156,0.125,6291576,0,68,724,0.01
0.00410156,0.125,6292504,0,61,826,0.001
0.00410156,0.125,6318456,0.00850776,51,805,0.0001
0.00410156,0.125,6343048,0,51,839,1e-05
0.00290024,0.125,12582984,0,55,621,0.1
0.00290024,0.125,12583032,0,53,623,0.01
0.00290024,0.125,12583960,0,50,666,0.001
0.00290024,0.125,12609912,0,70,812,0.0001
0.00290024,0.125,12634504,0.345866,53,839,1e-05
