epsilon,delta,memory,relativeError,averageError,queryTime,updateTime
0.02,0.25,262192,22.3093,33.3982,38,527
0.002,0.25,16777264,0.35253,0.540431,44,554
0.05,0.25,32816,122.313,191.201,38,532
0.02,0.125,393288,5.12115,7.98342,42,544
0.002,0.125,25165896,4.46836e-08,1.25114e-05,50,584
0.05,0.125,49224,47.3693,74.3425,40,541
0.02,0.0625,524384,4.81668,8.00743,45,571
0.002,0.0625,33554528,4.46836e-08,1.25114e-05,53,596
0.05,0.0625,65632,48.9084,77.0908,44,557
0.02,0.03125,655480,4.20811,6.83536,50,569
0.002,0.03125,41943160,4.46836e-08,1.25114e-05,58,609
0.05,0.03125,82040,30.6571,48.5609,47,557
0.02,0.015625,786576,3.97202,6.31002,54,582
0.002,0.015625,50331792,4.46836e-08,1.25114e-05,64,638
0.05,0.015625,98448,35.9928,56.8579,52,568
0.02,0.0078125,917672,2.9415,4.66386,59,605
0.002,0.0078125,58720424,4.46836e-08,1.25114e-05,74,668
0.05,0.0078125,114856,26.4313,41.6745,57,575
0.02,0.00390625,1048768,2.49266,3.87147,63,606
0.002,0.00390625,67109056,4.46836e-08,1.25114e-05,76,681
0.05,0.00390625,131264,28.3576,44.6583,60,582
0.02,0.00195312,1179864,2.82188,4.53501,72,615
0.002,0.00195312,75497688,4.46836e-08,1.25114e-05,82,707
0.05,0.00195312,147672,27.1092,42.5725,65,596
0.02,0.000976562,1310960,1.83458,2.90272,72,625
0.002,0.000976562,83886320,4.46836e-08,1.25114e-05,87,731
0.05,0.000976562,164080,24.4849,38.175,72,609
0.02,0.000488281,1442056,1.79844,2.90982,98,641
0.002,0.000488281,92274952,4.46836e-08,1.25114e-05,96,777
0.05,0.000488281,180488,21.9655,34.5929,76,647
0.02,0.000244141,1573152,2.0103,3.18145,85,648
0.002,0.000244141,100663584,4.46836e-08,1.25114e-05,98,764
0.05,0.000244141,196896,19.5507,30.9292,80,620
0.02,0.00012207,1704248,1.89276,2.95037,90,661
0.002,0.00012207,109052216,4.46836e-08,1.25114e-05,106,799
0.05,0.00012207,213304,19.6744,30.8605,89,627
0.02,6.10352e-05,1835344,1.38465,2.24113,96,670
0.002,6.10352e-05,117440848,4.46836e-08,1.25114e-05,115,813
0.05,6.10352e-05,229712,18.282,28.9707,91,649
0.02,3.05176e-05,1966440,1.78094,2.75635,108,697
0.002,3.05176e-05,125829480,4.46836e-08,1.25114e-05,119,832
0.05,3.05176e-05,246120,19.8473,30.8893,125,809
0.02,1.52588e-05,2097536,1.80176,2.84388,155,890
0.002,1.52588e-05,134218112,4.46836e-08,1.25114e-05,151,1133
0.05,1.52588e-05,262528,17.8472,27.9342,118,798
0.02,7.62939e-06,2228632,1.54618,2.41577,142,836
0.002,7.62939e-06,142606744,4.46836e-08,1.25114e-05,189,1020
0.05,7.62939e-06,278936,15.9528,25.2657,140,854
0.02,3.8147e-06,2359728,1.39593,2.15305,151,959
0.002,3.8147e-06,150995376,4.46836e-08,1.25114e-05,173,1175
0.05,3.8147e-06,295344,15.533,24.5007,145,846
0.02,1.90735e-06,2490824,1.44446,2.29174,167,978
0.002,1.90735e-06,159384008,4.46836e-08,1.25114e-05,199,1153
0.05,1.90735e-06,311752,14.8422,23.6084,148,854
0.02,0.25,262192,22.9828,35.0232,43,657
0.002,0.25,16777264,4.46836e-08,1.25114e-05,46,660
0.05,0.25,32816,109.421,172.392,38,706
0.02,0.125,393288,6.51817,10.443,46,624
0.002,0.125,25165896,4.46836e-08,1.25114e-05,61,714
0.05,0.125,49224,47.6325,74.5904,45,649
0.02,0.0625,524384,5.89041,8.83894,46,681
0.002,0.0625,33554528,4.46836e-08,1.25114e-05,55,703
0.05,0.0625,65632,48.9654,76.6267,59,672
0.02,0.03125,655480,3.33634,5.70079,56,704
0.002,0.03125,41943160,4.46836e-08,1.25114e-05,72,808
0.05,0.03125,82040,41.2614,64.8114,56,678
0.02,0.015625,786576,2.97059,4.53764,76,713
0.002,0.015625,50331792,4.46836e-08,1.25114e-05,67,768
0.05,0.015625,98448,35.6435,56.0928,56,672
0.02,0.0078125,917672,2.60295,4.15642,64,779
0.002,0.0078125,58720424,4.46836e-08,1.25114e-05,78,791
0.05,0.0078125,114856,29.4507,46.0738,80,749
0.02,0.00390625,1048768,3.67639,5.72635,73,820
0.002,0.00390625,67109056,4.46836e-08,1.25114e-05,92,857
0.05,0.00390625,131264,27.4836,42.9602,73,710
0.02,0.00195312,1179864,1.9791,3.10069,70,702
0.002,0.00195312,75497688,4.46836e-08,1.25114e-05,88,840
0.05,0.00195312,147672,28.034,44.1311,82,743
0.02,0.000976562,1310960,3.21386,4.97029,82,795
0.002,0.000976562,83886320,4.46836e-08,1.25114e-05,93,855
0.05,0.000976562,164080,23.0835,36.2602,90,717
0.02,0.000488281,1442056,1.90585,2.97578,95,766
0.002,0.000488281,92274952,4.46836e-08,1.25114e-05,106,975
0.05,0.000488281,180488,22.4655,35.3146,98,682
0.02,0.000244141,1573152,1.78834,2.77223,113,834
0.002,0.000244141,100663584,4.46836e-08,1.25114e-05,123,912
0.05,0.000244141,196896,22.2509,34.9494,102,766
0.02,0.00012207,1704248,1.6271,2.58153,97,772
0.002,0.00012207,109052216,4.46836e-08,1.25114e-05,120,917
0.05,0.00012207,213304,17.2406,27.4675,93,744
0.02,6.10352e-05,1835344,1.78468,2.7648,121,734
0.002,6.10352e-05,117440848,4.46836e-08,1.25114e-05,157,1125
0.05,6.10352e-05,229712,20.7829,32.6431,115,903
0.02,3.05176e-05,1966440,1.58891,2.53506,123,967
0.002,3.05176e-05,125829480,4.46836e-08,1.25114e-05,170,980
0.05,3.05176e-05,246120,17.0936,27.0415,122,679
0.02,1.52588e-05,2097536,1.45277,2.27421,137,728
0.002,1.52588e-05,134218112,4.46836e-08,1.25114e-05,122,911
0.05,1.52588e-05,262528,19.9505,31.2899,113,699
0.02,7.62939e-06,2228632,1.42731,2.2341,127,742
0.002,7.62939e-06,142606744,4.46836e-08,1.25114e-05,143,895
0.05,7.62939e-06,278936,18.5821,29.0855,126,687
0.02,3.8147e-06,2359728,1.615,2.5172,131,722
0.002,3.8147e-06,150995376,4.46836e-08,1.25114e-05,148,908
0.05,3.8147e-06,295344,17.5984,27.5952,126,680
0.02,1.90735e-06,2490824,1.44402,2.24607,143,740
0.002,1.90735e-06,159384008,4.46836e-08,1.25114e-05,150,919
0.05,1.90735e-06,311752,13.3978,21.4159,132,702
