epsilon,delta,memory,averageError,queryTime,updateTime,threshold
0.0328125,0.125,98424,39.0711,48,705,0.01
0.0328125,0.125,99352,35.867,47,607,0.001
0.0328125,0.125,125304,25.3638,42,716,0.0001
0.0328125,0.125,149896,23.238,40,738,1e-05
0.0232019,0.125,196680,18.8205,39,523,0.1
0.0232019,0.125,196728,18.4233,39,536,0.01
0.0232019,0.125,197656,20.2274,49,617,0.001
0.0232019,0.125,223608,11.3828,47,1065,0.0001
0.0232019,0.125,248200,9.77039,45,791,1e-05
0.0164062,0.125,393288,10.8858,39,565,0.1
0.0164062,0.125,393336,7.78856,39,542,0.01
0.0164062,0.125,394264,9.94198,40,559,0.001
0.0164062,0.125,420216,6.11368,39,692,0.0001
0.0164062,0.125,444808,4.7679,41,753,1e-05
0.011601,0.125,786504,3.07501,40,531,0.1
0.011601,0.125,786552,3.51916,42,553,0.01
0.011601,0.125,787480,2.99482,53,601,0.001
0.011601,0.125,813432,3.0434,41,710,0.0001
0.011601,0.125,838024,2.12351,41,738,1e-05
0.00820312,0.125,1572936,0.945187,40,545,0.1
0.00820312,0.125,1572984,1.3613,41,556,0.01
0.00820312,0.125,1573912,0.454828,40,579,0.001
0.00820312,0.125,1599864,0.900284,44,724,0.0001
0.00820312,0.125,1624456,0.487808,41,756,1e-05
0.00580049,0.125,3145800,0.192701,40,562,0.1
0.00580049,0.125,3145848,0.242359,44,565,0.01
0.00580049,0.125,3146776,1.63154,40,593,0.001
0.00580049,0.125,3172728,0.518798,41,740,0.0001
0.00580049,0.125,3197320,1.13097,41,772,1e-05
0.00410156,0.125,6291528,0.433658,44,565,0.1
0.00410156,0.125,6291576,0.0197805,44,557,0.01
0.00410156,0.125,6292504,0,43,597,0.001
0.00410156,0.125,6318456,0,42,728,0.0001
0.00410156,0.125,6343048,0,44,755,1e-05
0.00290024,0.125,12582984,0,46,563,0.1
0.00290024,0.125,12583032,0,48,582,0.01
0.00290024,0.125,12583960,0,48,600,0.001
0.00290024,0.125,12609912,0,45,731,0.0001
0.00290024,0.125,12634504,0,44,772,1e-05
0.742462,1e-05,1496,1496.63,118,617,0.1
0.742462,1e-05,1544,1263.02,117,630,0.01
0.742462,1e-05,2472,850.808,118,651,0.001
0.742462,1e-05,28424,324.554,115,750,0.0001
0.742462,1e-05,53016,251.246,115,780,1e-05
0.525,1e-05,2584,1144.78,119,614,0.1
0.525,1e-05,2632,895.673,120,625,0.01
0.525,1e-05,3560,606.891,118,645,0.001
0.525,1e-05,29512,198.922,118,731,0.0001
0.525,1e-05,54104,214.815,123,812,1e-05
0.371231,1e-05,4760,674.236,132,640,0.1
0.371231,1e-05,4808,579.509,121,638,0.01
0.371231,1e-05,5736,365.242,116,644,0.001
0.371231,1e-05,31688,156.572,114,768,0.0001
0.371231,1e-05,56280,123.632,113,826,1e-05
0.2625,1e-05,9112,395.751,121,667,0.1
0.2625,1e-05,9160,413.79,131,676,0.01
0.2625,1e-05,10088,266.306,171,804,0.001
0.2625,1e-05,36040,115.505,149,1025,0.0001
0.2625,1e-05,60632,91.8469,152,965,1e-05
0.185616,1e-05,17816,263.21,153,809,0.1
0.185616,1e-05,17864,241.161,148,866,0.01
0.185616,1e-05,18792,192.237,141,847,0.001
0.185616,1e-05,44744,69.1619,135,892,0.0001
0.185616,1e-05,69336,60.1562,136,960,1e-05
0.13125,1e-05,35224,153.393,155,744,0.1
0.13125,1e-05,35272,153.546,137,779,0.01
0.13125,1e-05,36200,122.943,141,865,0.001
0.13125,1e-05,62152,51.4969,131,942,0.0001
0.13125,1e-05,86744,41.5863,128,940,1e-05
0.0928078,1e-05,70040,88.1296,137,781,0.1
0.0928078,1e-05,70088,88.6647,138,831,0.01
0.0928078,1e-05,71016,77.4505,138,779,0.001
0.0928078,1e-05,96968,32.1342,137,894,0.0001
0.0928078,1e-05,121560,26.2417,143,1021,1e-05
0.065625,1e-05,139672,49.0627,134,775,0.1
0.065625,1e-05,139720,51.0779,145,786,0.01
0.065625,1e-05,140648,45.4693,122,754,0.001
0.065625,1e-05,166600,21.5004,145,862,0.0001
0.065625,1e-05,191192,17.9429,128,845,1e-05
0.0464039,1e-05,278936,26.2414,121,683,0.1
0.0464039,1e-05,278984,25.7923,121,674,0.01
0.0464039,1e-05,279912,25.3809,120,683,0.001
0.0464039,1e-05,305864,13.7321,117,801,0.0001
0.0464039,1e-05,330456,11.3474,129,847,1e-05
0.0328125,1e-05,557464,12.7758,136,782,0.1
0.0328125,1e-05,557512,13.3216,142,772,0.01
0.0328125,1e-05,558440,12.6439,141,820,0.001
0.0328125,1e-05,584392,8.79107,142,958,0.0001
0.0328125,1e-05,608984,6.54066,135,987,1e-05
0.0232019,1e-05,1114520,5.94113,125,711,0.1
0.0232019,1e-05,1114568,6.63442,131,705,0.01
0.0232019,1e-05,1115496,5.41822,129,742,0.001
0.0232019,1e-05,1141448,4.11029,122,837,0.0001
0.0232019,1e-05,1166040,3.7259,122,839,1e-05
0.0164062,1e-05,2228632,2.21761,124,710,0.1
0.0164062,1e-05,2228680,2.01626,125,733,0.01
0.0164062,1e-05,2229608,2.23441,124,715,0.001
0.0164062,1e-05,2255560,1.70905,132,952,0.0001
0.0164062,1e-05,2280152,1.83247,146,1016,1e-05
0.011601,1e-05,4456856,1.11726,161,926,0.1
0.011601,1e-05,4456904,1.01016,171,939,0.01
0.011601,1e-05,4457832,0.801306,147,914,0.001
0.011601,1e-05,4483784,0.804334,182,1044,0.0001
0.011601,1e-05,4508376,0.83859,137,1143,1e-05
0.00820312,1e-05,8913304,0.0379221,234,1008,0.1
0.00820312,1e-05,8913352,0.242359,184,1048,0.01
0.00820312,1e-05,8914280,0.132959,268,1385,0.001
0.00820312,1e-05,8940232,0.105083,130,1220,0.0001
0.00820312,1e-05,8964824,0.115718,127,1008,1e-05
0.00580049,1e-05,17826200,0.00103845,212,1048,0.1
0.00580049,1e-05,17826248,7.50685e-05,132,1187,0.01
0.00580049,1e-05,17827176,8.75799e-05,159,959,0.001
0.00580049,1e-05,17853128,0,141,1285,0.0001
0.00580049,1e-05,17877720,5.00457e-05,155,1379,1e-05
0.00410156,1e-05,35651992,0,170,1234,0.1
0.00410156,1e-05,35652040,0,164,1053,0.01
0.00410156,1e-05,35652968,0,184,1025,0.001
0.00410156,1e-05,35678920,0,154,1252,0.0001
0.00410156,1e-05,35703512,0,155,1420,1e-05
0.00290024,1e-05,71303576,0,158,1037,0.1
0.00290024,1e-05,71303624,0,163,1016,0.01
0.00290024,1e-05,71304552,0,141,1118,0.001
0.00290024,1e-05,71330504,0,136,967,0.0001
0.00290024,1e-05,71355096,0,142,937,1e-05
0.742462,0.002,792,2822.95,69,575,0.1
0.742462,0.002,840,2147.28,66,651,0.01
0.742462,0.002,1768,893.112,68,618,0.001
0.742462,0.002,27720,426.401,69,878,0.0001
0.742462,0.002,52312,362.427,65,773,1e-05
0.525,0.002,1368,1259.42,66,579,0.1
0.525,0.002,1416,1382.81,65,587,0.01
0.525,0.002,2344,682.147,91,622,0.001
0.525,0.002,28296,341.651,67,876,0.0001
0.525,0.002,52888,269.682,70,880,1e-05
0.371231,0.002,2520,866.48,69,660,0.1
0.371231,0.002,2568,884.803,89,839,0.01
0.371231,0.002,3496,493.873,67,652,0.001
0.371231,0.002,29448,188.386,64,746,0.0001
0.371231,0.002,54040,188.687,65,773,1e-05
0.2625,0.002,4824,574.266,64,567,0.1
0.2625,0.002,4872,505.804,65,585,0.01
