epsilon,delta,memory,relativeError,averageError,queryTime,updateTime
0.002,0.000244141,196704,66.0013,106.616,42,598
0.05,0.000244141,12384,2604.51,4110.51,43,586
0.02,0.00012207,26728,1150.27,1815.2,43,578
0.002,0.00012207,213096,73.0371,115.27,44,591
0.05,0.00012207,13416,2582.54,4076.58,43,597
0.02,6.10352e-05,28784,1125.72,1777.86,45,607
0.002,6.10352e-05,229488,75.6527,118.932,46,603
0.05,6.10352e-05,14448,2481.48,3920.09,44,595
0.02,3.05176e-05,30840,1117.79,1764.43,45,593
0.002,3.05176e-05,245880,72.3644,114.012,45,616
0.05,3.05176e-05,15480,2551.55,4028.54,45,595
0.02,1.52588e-05,32896,854.478,1368.53,43,600
0.002,1.52588e-05,262272,72.6986,114.378,46,615
0.05,1.52588e-05,16512,2207.16,3494.72,43,606
0.02,7.62939e-06,34952,1122.54,1771.42,46,609
0.002,7.62939e-06,278664,73.64,115.713,50,632
0.05,7.62939e-06,17544,2424.13,3834.9,46,609
0.02,3.8147e-06,37008,1110.91,1752.52,47,611
0.002,3.8147e-06,295056,72.7929,114.456,49,632
0.05,3.8147e-06,18576,2533.87,4000.5,47,636
0.02,1.90735e-06,39064,1039.64,1643.17,50,619
0.002,1.90735e-06,311448,71.1194,111.749,49,642
0.05,1.90735e-06,19608,2500.8,3947.88,47,622
0.02,0.25,4112,1503.46,2373.45,35,526
0.002,0.25,32784,141.649,222.212,37,559
0.05,0.25,2064,3138.51,4955.02,34,522
0.02,0.125,6168,1396.22,2203.07,36,543
0.002,0.125,49176,113.362,178.302,34,545
0.05,0.125,3096,2751.9,4388.04,34,527
0.02,0.0625,8224,1326.59,2093.1,36,547
0.002,0.0625,65568,102.775,161.814,36,559
0.05,0.0625,4128,2849.48,4499.21,36,534
0.02,0.03125,10280,1277.73,2015.04,37,548
0.002,0.03125,81960,93.5925,147.339,37,555
0.05,0.03125,5160,2825.24,4461.02,37,546
0.02,0.015625,12336,1265.2,1995.41,38,544
0.002,0.015625,98352,94.7799,148.722,39,562
0.05,0.015625,6192,2752.1,4344.17,45,605
0.02,0.0078125,14392,1231.56,1942.69,42,571
0.002,0.0078125,114744,85.5946,135.109,39,599
0.05,0.0078125,7224,2745.18,4332.29,42,572
0.02,0.00390625,16448,1196.36,1889.38,41,555
0.002,0.00390625,131136,87.082,136.71,40,571
0.05,0.00390625,8256,2712.73,4283.47,39,565
0.02,0.00195312,18504,1187,1873.4,40,559
0.002,0.00195312,147528,84.0656,132.186,41,574
0.05,0.00195312,9288,2686.55,4241.55,41,578
0.02,0.000976562,20560,1187.55,1874.01,42,575
0.002,0.000976562,163920,83.4285,131.003,42,581
0.05,0.000976562,10320,2687.47,4241.65,41,574
0.02,0.000488281,22616,999.009,1588.57,42,582
0.002,0.000488281,180312,74.8577,118.197,44,582
0.05,0.000488281,11352,2603,4110.86,44,585
0.02,0.000244141,24672,1123.84,1784.17,42,586
0.002,0.000244141,196704,79.3723,124.669,46,602
0.05,0.000244141,12384,2612.52,4124.25,44,584
0.02,0.00012207,26728,1156.42,1824.49,43,585
0.002,0.00012207,213096,78.0535,122.646,44,605
0.05,0.00012207,13416,2554.81,4034.34,44,580
0.02,6.10352e-05,28784,1141.54,1801.91,44,596
0.002,6.10352e-05,229488,71.2276,112.362,45,603
0.05,6.10352e-05,14448,2596.52,4099.03,44,598
0.02,3.05176e-05,30840,1011.64,1631.56,44,607
0.002,3.05176e-05,245880,73.0109,114.951,45,612
0.05,3.05176e-05,15480,2564.44,4048.66,45,594
0.02,1.52588e-05,32896,1096.79,1731.65,48,600
0.002,1.52588e-05,262272,67.098,106.591,46,614
0.05,1.52588e-05,16512,2541.59,4011.97,46,602
0.02,7.62939e-06,34952,964.392,1533.12,46,615
0.002,7.62939e-06,278664,65.0679,103.775,48,620
0.05,7.62939e-06,17544,2508.24,3961.12,47,605
0.02,3.8147e-06,37008,1029.43,1628.11,48,616
0.002,3.8147e-06,295056,73.8675,116.036,47,639
0.05,3.8147e-06,18576,2323.65,3671.65,49,613
0.02,1.90735e-06,39064,1071.71,1695.09,49,618
0.002,1.90735e-06,311448,62.0097,99.0271,48,633
0.05,1.90735e-06,19608,2276.03,3600.68,47,613
0.02,0.25,4112,1510.85,2383.64,35,533
0.002,0.25,32784,141.512,221.496,35,526
0.05,0.25,2064,3196.94,5043.63,34,531
0.02,0.125,6168,1323.68,2091.57,35,539
0.002,0.125,49176,116.709,183.477,36,531
0.05,0.125,3096,2992.68,4725.16,36,529
0.02,0.0625,8224,1337.04,2108.75,36,541
0.002,0.0625,65568,105.737,165.928,37,538
0.05,0.0625,4128,2808.83,4438.58,36,536
0.02,0.03125,10280,1257.95,1984.59,37,544
0.002,0.03125,81960,96.6378,151.908,38,547
0.05,0.03125,5160,2827.25,4461.61,37,543
0.02,0.015625,12336,1258.01,1984.46,38,547
0.002,0.015625,98352,94.5198,148.373,38,566
0.05,0.015625,6192,2757.1,4351.75,37,554
0.02,0.0078125,14392,1018.36,1624.51,38,558
0.002,0.0078125,114744,90.7901,142.618,38,569
0.05,0.0078125,7224,2542.57,4024.8,38,555
0.02,0.00390625,16448,1189.19,1879.6,41,563
0.002,0.00390625,131136,81.3323,128.467,38,562
0.05,0.00390625,8256,2714.61,4285.11,40,560
0.02,0.00195312,18504,1134.69,1793.73,40,565
0.002,0.00195312,147528,83.9845,131.928,42,578
0.05,0.00195312,9288,2622.63,4139.85,42,572
0.02,0.000976562,20560,1195.6,1886.26,42,568
0.002,0.000976562,163920,82.3691,129.444,43,588
0.05,0.000976562,10320,2622.54,4140.73,42,577
0.02,0.000488281,22616,1175.31,1855.24,43,591
0.002,0.000488281,180312,76.6643,120.94,43,588
0.05,0.000488281,11352,2620.07,4137.09,43,580
0.02,0.000244141,24672,1165.92,1839.06,44,581
0.002,0.000244141,196704,80.3458,126.045,44,598
0.05,0.000244141,12384,2590.05,4087.75,41,586
0.02,0.00012207,26728,1091.4,1724.72,43,597
0.002,0.00012207,213096,68.9017,109.983,47,601
0.05,0.00012207,13416,2571.62,4060.16,43,593
0.02,6.10352e-05,28784,1145.1,1806.88,49,597
0.002,6.10352e-05,229488,70.4881,111.441,45,603
0.05,6.10352e-05,14448,2484.1,3921.21,44,588
0.02,3.05176e-05,30840,1116.24,1760.92,46,605
0.002,3.05176e-05,245880,75.8306,119.189,48,617
0.05,3.05176e-05,15480,2563.84,4046.75,45,597
0.02,1.52588e-05,32896,1126.18,1776.64,48,603
0.002,1.52588e-05,262272,67.383,107.466,46,619
0.05,1.52588e-05,16512,2536.42,4004.78,46,609
0.02,7.62939e-06,34952,1105.38,1744.83,46,610
0.002,7.62939e-06,278664,59.2741,95.4593,49,809
0.05,7.62939e-06,17544,2546.48,4020.54,67,1043
0.02,3.8147e-06,37008,1096.37,1730.02,68,1076
0.002,3.8147e-06,295056,68.1895,107.885,79,1086
0.05,3.8147e-06,18576,2532.27,3997.99,62,1002
0.02,1.90735e-06,39064,1101.62,1738.14,61,916
0.002,1.90735e-06,311448,68.8029,108.366,76,1093
0.05,1.90735e-06,19608,2468.35,3896.59,70,1043
0.02,0.25,4112,1513.88,2386.57,40,972
0.002,0.25,32784,136.81,215.339,45,820
0.05,0.25,2064,3163.92,4998.2,51,753
0.02,0.125,6168,1407.89,2221.57,46,856
0.002,0.125,49176,118.618,186.131,50,810
0.05,0.125,3096,3012.08,4753.63,40,818
0.02,0.0625,8224,1330.8,2100.16,39,765
0.002,0.0625,65568,103.61,163.028,40,774
0.05,0.0625,4128,2826.65,4464.04,46,705
0.02,0.03125,10280,1223.49,1933.41,47,793
0.002,0.03125,81960,100.022,156.81,41,729
0.05,0.03125,5160,2810.58,4437.67,40,816
0.02,0.015625,12336,1232.17,1945.46,45,740
0.002,0.015625,98352,95.1912,149.333,40,765
0.05,0.015625,6192,2796.87,4415.92,50,721
0.02,0.0078125,14392,1234.97,1949.48,45,729
0.002,0.0078125,114744,84.7188,133.736,45,748
0.05,0.0078125,7224,2628.03,4151.23,45,736
0.02,0.00390625,16448,1228.2,1936.89,42,798
0.002,0.00390625,131136,87.2265,136.956,46,692
0.05,0.00390625,8256,2682.75,4234.42,45,721
0.02,0.00195312,18504,1186.03,1871.93,51,669
0.002,0.00195312,147528,84.6941,133.091,45,691
0.05,0.00195312,9288,2691.04,4247.63,46,672
0.02,0.000976562,20560,1184.13,1868.76,43,706
0.002,0.000976562,163920,81.7206,128.515,56,694
0.05,0.000976562,10320,2627.62,4147.35,45,698
0.02,0.000488281,22616,1176.86,1856.96,45,676
0.002,0.000488281,180312,81.0484,127.246,50,737
0.05,0.000488281,11352,2616.47,4131.19,50,780
0.02,0.000244141,24672,1137.81,1796.6,56,806
0.002,0.000244141,196704,69.2473,111.065,59,746
0.05,0.000244141,12384,2602.34,4107.22,54,778
0.02,0.00012207,26728,1146.35,1808.77,49,787
0.002,0.00012207,213096,79.2579,124.432,52,808
0.05,0.00012207,13416,2606.5,4113.7,62,763
0.02,6.10352e-05,28784,1115.21,1760.34,45,695
0.002,6.10352e-05,229488,69.4349,109.834,56,733
0.05,6.10352e-05,14448,2591.22,4089.83,54,775
0.02,3.05176e-05,30840,1144.57,1806.26,60,770
0.002,3.05176e-05,245880,73.3903,116.285,48,791
0.05,3.05176e-05,15480,2441.74,3865.35,54,823
0.02,1.52588e-05,32896,1035.92,1638.11,64,820
0.002,1.52588e-05,262272,72.3,113.925,48,809
0.05,1.52588e-05,16512,2528.92,3992.83,52,805
0.02,7.62939e-06,34952,1113,1757.19,56,798
0.002,7.62939e-06,278664,72.3684,113.868,57,860
0.05,7.62939e-06,17544,2533.24,3997.47,57,989
0.02,3.8147e-06,37008,1112.47,1755.04,60,748
0.002,3.8147e-06,295056,63.7916,100.963,59,809
0.05,3.8147e-06,18576,2474.01,3906.64,50,747
0.02,1.90735e-06,39064,982.594,1558.01,52,732
0.002,1.90735e-06,311448,72.6416,114.026,51,763
0.05,1.90735e-06,19608,2504.18,3953.92,50,687
0.02,0.25,4112,1500.84,2367.52,35,651
0.002,0.25,32784,139.58,219.079,36,590
0.05,0.25,2064,3140.75,4956.47,35,552
0.02,0.125,6168,1364.61,2154.94,41,588
0.002,0.125,49176,117.829,184.862,35,543
0.05,0.125,3096,3009.25,4750.33,36,541
0.02,0.0625,8224,1329.12,2097.76,38,543
0.002,0.0625,65568,104.092,163.786,36,549
0.05,0.0625,4128,2879.99,4547.03,36,540
0.02,0.03125,10280,1289.96,2034.97,38,551
0.002,0.03125,81960,86.6082,138.619,38,553
0.05,0.03125,5160,2051.9,3319.21,36,557
0.02,0.015625,12336,1289.41,2035.33,38,551
0.002,0.015625,98352,85.3886,134.808,39,563
0.05,0.015625,6192,2758.51,4354.39,37,556
0.02,0.0078125,14392,1220.18,1925.63,39,556
0.002,0.0078125,114744,89.2732,140.388,40,557
0.05,0.0078125,7224,2762.47,4359.94,41,565
0.02,0.00390625,16448,1133.71,1791.19,39,560
0.002,0.00390625,131136,85.0001,133.634,39,564
0.05,0.00390625,8256,2713.54,4282.89,40,565
0.02,0.00195312,18504,1203.6,1899.72,41,574
0.002,0.00195312,147528,84.3387,132.426,41,565
0.05,0.00195312,9288,2515.47,3973.67,39,569
0.02,0.000976562,20560,1168.09,1843.39,40,580
0.002,0.000976562,163920,83.1056,130.352,42,581
0.05,0.000976562,10320,2593.37,4095.09,41,564
0.02,0.000488281,22616,938.626,1496.17,40,575
0.002,0.000488281,180312,77.886,122.643,42,594
0.05,0.000488281,11352,2514.17,3974.14,43,569
0.02,0.000244141,24672,1145.82,1807.78,43,589
0.002,0.000244141,196704,79.0321,124.23,45,597
0.05,0.000244141,12384,2469.51,3901.51,42,584
0.02,0.00012207,26728,1090.66,1724.71,44,585
0.002,0.00012207,213096,78.3113,122.956,45,609
0.05,0.00012207,13416,2591.18,4090.63,43,598
0.02,6.10352e-05,28784,949.915,1509.21,42,607
0.002,6.10352e-05,229488,70.3983,111.844,45,611
0.05,6.10352e-05,14448,2571.75,4060.3,44,589
0.02,3.05176e-05,30840,1146.59,1808.86,45,598
0.002,3.05176e-05,245880,69.8516,111.28,46,616
0.05,3.05176e-05,15480,2305.45,3660.01,44,604
0.02,1.52588e-05,32896,1122.37,1770.83,45,601
0.002,1.52588e-05,262272,71.6586,112.875,47,619
0.05,1.52588e-05,16512,2542.73,4012.38,45,611
0.02,7.62939e-06,34952,1120.04,1767.53,45,624
0.002,7.62939e-06,278664,62.1462,99.4684,48,626
0.05,7.62939e-06,17544,2532.55,3996.82,47,608
0.02,3.8147e-06,37008,1118.92,1765.21,47,619
0.002,3.8147e-06,295056,70.754,111.481,47,634
0.05,3.8147e-06,18576,2319.39,3669.97,46,615
0.02,1.90735e-06,39064,1110.46,1753.37,46,623
0.002,1.90735e-06,311448,63.8876,101.817,48,643
0.05,1.90735e-06,19608,2439.18,3852.36,47,618
0.02,0.25,4112,1507.29,2377.97,35,539
0.002,0.25,32784,130.655,206.754,34,522
0.05,0.25,2064,3186.45,5029.97,35,532
0.02,0.125,6168,1382.64,2181.75,35,541
0.002,0.125,49176,117.009,183.849,35,540
0.05,0.125,3096,2998.94,4732.91,35,531
0.02,0.0625,8224,1336.09,2109.23,38,542
0.002,0.0625,65568,88.9033,145.256,37,541
0.05,0.0625,4128,2912.18,4594.64,36,536
0.02,0.03125,10280,1264.16,1994.12,40,545
0.002,0.03125,81960,99.9036,156.776,39,551
0.05,0.03125,5160,2806.05,4429.71,37,543
0.02,0.015625,12336,887.423,1426.65,38,547
0.002,0.015625,98352,93.0043,146.117,39,566
0.05,0.015625,6192,2790.72,4404.02,38,553
0.02,0.0078125,14392,1232.82,1944.92,39,560
0.002,0.0078125,114744,81.8656,129.473,38,564
0.05,0.0078125,7224,2695.09,4254.15,39,549
0.02,0.00390625,16448,1076.84,1706.89,40,562
0.002,0.00390625,131136,87.9986,138.051,41,573
0.05,0.00390625,8256,2495.6,3944.86,40,567
0.02,0.00195312,18504,1104.48,1749,41,613
0.002,0.00195312,147528,80.2845,127.448,41,574
0.05,0.00195312,9288,2668.6,4213.27,41,567
0.02,0.000976562,20560,1186.97,1872.42,42,572
0.002,0.000976562,163920,83.3466,130.813,50,665
0.05,0.000976562,10320,2653.81,4189.66,43,620
0.02,0.000488281,22616,1162.4,1834.29,42,582
0.002,0.000488281,180312,76.1459,120.988,43,588
0.05,0.000488281,11352,2534.97,4004.25,43,582
0.02,0.000244141,24672,990.393,1573.4,44,591
0.002,0.000244141,196704,74.8159,118.051,44,593
0.05,0.000244141,12384,2588.04,4085.69,49,587
0.02,0.00012207,26728,1137.73,1795.62,44,596
0.002,0.00012207,213096,70.9464,113.309,44,616
0.05,0.00012207,13416,2514.87,3972.65,44,600
0.02,6.10352e-05,28784,1138.83,1797.11,44,606
0.002,6.10352e-05,229488,73.4668,115.643,44,611
0.05,6.10352e-05,14448,2595.87,4097.5,45,595
0.02,3.05176e-05,30840,1125.85,1776.3,43,597
0.002,3.05176e-05,245880,74.7914,117.64,46,618
0.05,3.05176e-05,15480,2412.88,3810.27,46,602
0.02,1.52588e-05,32896,1127.72,1779.53,46,613
0.002,1.52588e-05,262272,75.0954,117.944,47,627
0.05,1.52588e-05,16512,2526.42,3987.94,46,607
0.02,7.62939e-06,34952,1101.4,1737.81,46,606
0.002,7.62939e-06,278664,65.9019,104.613,46,630
0.05,7.62939e-06,17544,2321.53,3671.62,45,601
0.02,3.8147e-06,37008,1110.19,1752.45,46,607
0.002,3.8147e-06,295056,71.7104,112.797,47,625
0.05,3.8147e-06,18576,2491.91,3935.45,48,624
0.02,1.90735e-06,39064,1106.91,1746.73,50,622
0.002,1.90735e-06,311448,71.808,112.925,49,658
0.05,1.90735e-06,19608,2338.12,3702.43,49,675
0.02,0.25,4112,1481.22,2340.34,42,596
0.002,0.25,32784,139.737,218.991,43,688
0.05,0.25,2064,3200.69,5053.68,43,690
0.02,0.125,6168,1402.17,2211.65,47,671
0.002,0.125,49176,111.851,176.394,37,571
0.05,0.125,3096,3029.32,4780.7,38,574
0.02,0.0625,8224,1335.92,2107.25,38,621
0.002,0.0625,65568,107.465,168.431,39,607
0.05,0.0625,4128,2900.26,4578.16,43,622
0.02,0.03125,10280,1261.5,1990.84,38,641
0.002,0.03125,81960,100.3,157.455,40,607
0.05,0.03125,5160,2732.52,4314.22,39,663
0.02,0.015625,12336,1224.52,1932.28,42,628
0.002,0.015625,98352,89.7161,141.149,38,623
0.05,0.015625,6192,2784.2,4396,42,611
0.02,0.0078125,14392,1243.5,1961.7,40,558
0.002,0.0078125,114744,83.1449,131.292,39,568
0.05,0.0078125,7224,2743.13,4328.86,39,566
0.02,0.00390625,16448,1171.54,1850.01,41,567
0.002,0.00390625,131136,87.1934,136.884,39,572
0.05,0.00390625,8256,2705.86,4270.07,39,568
0.02,0.00195312,18504,1190.09,1878.49,41,570
0.002,0.00195312,147528,80.3591,127.484,41,572
0.05,0.00195312,9288,2624.23,4142.66,41,566
0.02,0.000976562,20560,1103.16,1745.23,42,573
0.002,0.000976562,163920,81.7108,128.539,43,577
0.05,0.000976562,10320,2625.8,4146.37,40,571
0.02,0.000488281,22616,1156.02,1823.45,42,584
0.002,0.000488281,180312,81.0075,127.257,45,597
0.05,0.000488281,11352,2613.51,4126.34,42,584
0.02,0.000244141,24672,1103.2,1754.99,45,578
0.002,0.000244141,196704,75.7678,119.059,44,596
0.05,0.000244141,12384,2617.42,4131.08,42,580
0.02,0.00012207,26728,1159.56,1829.35,44,590
