epsilon,delta,memory,relativeError,averageError,queryTime,updateTime
0.002,0.00195312,147528,81.4666,128.395,9,52
0.05,0.00195312,9288,2685.7,4240.19,9,52
0.02,0.000976562,20560,1166.73,1841.95,12,65
0.002,0.000976562,163920,65.6944,107.64,13,56
0.05,0.000976562,10320,2271.3,3599.54,12,55
0.02,0.000488281,22616,1171.31,1848.74,13,66
0.002,0.000488281,180312,79.2236,124.74,13,61
0.05,0.000488281,11352,2592.32,4091.09,12,67
0.02,0.000244141,24672,1165.95,1840.26,11,71
0.002,0.000244141,196704,74.1874,117.455,12,73
0.05,0.000244141,12384,2622.07,4139.81,10,69
0.02,0.00012207,26728,1115.49,1761.51,14,72
0.002,0.00012207,213096,68.8289,110.383,15,76
0.05,0.00012207,13416,2434.71,3848.61,15,73
0.02,6.10352e-05,28784,1144.25,1805.67,15,77
0.002,6.10352e-05,229488,73.9375,116.466,14,78
0.05,6.10352e-05,14448,2533.24,4000.03,14,79
0.02,3.05176e-05,30840,1065.18,1685.86,13,83
0.002,3.05176e-05,245880,65.569,104.446,13,82
0.05,3.05176e-05,15480,2547.68,4021.58,15,85
0.02,1.52588e-05,32896,1075.14,1698.48,13,86
0.002,1.52588e-05,262272,70.1434,110.628,15,95
0.05,1.52588e-05,16512,2521.01,3980.05,15,84
0.02,7.62939e-06,34952,934.251,1486.84,16,102
0.002,7.62939e-06,278664,67.9635,107.193,16,86
0.05,7.62939e-06,17544,2553.89,4031.2,16,91
0.02,3.8147e-06,37008,1013.41,1605.99,16,104
0.002,3.8147e-06,295056,72.7556,114.364,17,99
0.05,3.8147e-06,18576,2532.18,3997.53,17,99
0.02,1.90735e-06,39064,1094.58,1728.62,19,92
0.002,1.90735e-06,311448,63.4762,101.753,16,107
0.05,1.90735e-06,19608,2509.73,3962.6,17,99
0.02,0.25,4112,1495.16,2357.98,4,19
0.002,0.25,32784,139.595,219.258,4,19
0.05,0.25,2064,3148.84,4973.84,4,19
0.02,0.125,6168,1370.2,2161.89,5,24
0.002,0.125,49176,117.823,184.76,6,21
0.05,0.125,3096,3005.69,4744.46,6,22
0.02,0.0625,8224,1304.53,2060.41,5,28
0.002,0.0625,65568,106.191,166.557,6,30
0.05,0.0625,4128,2642.46,4219.69,5,31
0.02,0.03125,10280,1247.43,1969.76,8,35
0.002,0.03125,81960,92.8189,146.5,7,34
0.05,0.03125,5160,2811.3,4438.55,6,35
0.02,0.015625,12336,1258.57,1984.89,7,39
0.002,0.015625,98352,94.0548,147.643,7,38
0.05,0.015625,6192,2786.46,4398.05,7,36
0.02,0.0078125,14392,1194.86,1886.07,7,43
0.002,0.0078125,114744,91.1449,143.04,8,43
0.05,0.0078125,7224,2687.01,4242.55,9,42
0.02,0.00390625,16448,1192.39,1882.14,8,47
0.002,0.00390625,131136,75.8541,120.848,8,46
0.05,0.00390625,8256,2681.56,4232.42,9,47
0.02,0.00195312,18504,981.424,1565.67,8,52
0.002,0.00195312,147528,81.3706,128.5,10,50
0.05,0.00195312,9288,2642.79,4172.31,9,55
0.02,0.000976562,20560,1166.37,1840.62,12,56
0.002,0.000976562,163920,67.8149,108.526,11,57
0.05,0.000976562,10320,2667.89,4210.11,10,56
0.02,0.000488281,22616,1095.57,1742.74,11,63
0.002,0.000488281,180312,72.5184,114.771,13,62
0.05,0.000488281,11352,2540.43,4012.15,11,62
0.02,0.000244141,24672,1155.04,1823.2,12,66
0.002,0.000244141,196704,80.5492,126.469,13,67
0.05,0.000244141,12384,2523.42,3982.52,11,65
0.02,0.00012207,26728,1114.86,1759.55,15,78
0.002,0.00012207,213096,71.7485,113.292,14,74
0.05,0.00012207,13416,2601.97,4107.4,13,69
0.02,6.10352e-05,28784,1036.83,1646.38,14,82
0.002,6.10352e-05,229488,71.3709,113.935,15,79
0.05,6.10352e-05,14448,2306.55,3646.5,12,76
0.02,3.05176e-05,30840,1107.34,1747.96,13,80
0.002,3.05176e-05,245880,71.1662,112.444,14,80
0.05,3.05176e-05,15480,2575.85,4066.16,17,83
0.02,1.52588e-05,32896,1074.33,1697.95,13,90
0.002,1.52588e-05,262272,70.43,111.294,16,87
0.05,1.52588e-05,16512,2561.72,4043.82,18,110
0.02,7.62939e-06,34952,1117.7,1763.57,17,132
0.002,7.62939e-06,278664,72.4903,114.134,22,121
0.05,7.62939e-06,17544,2547.87,4021.68,17,90
0.02,3.8147e-06,37008,1117.43,1763.05,15,96
0.002,3.8147e-06,295056,69.8162,110.378,16,97
0.05,3.8147e-06,18576,2522.33,3982.25,16,92
0.02,1.90735e-06,39064,1086.47,1714.46,18,95
0.002,1.90735e-06,311448,70.3606,110.783,17,98
0.05,1.90735e-06,19608,2497.37,3941.34,16,101
0.02,0.25,4112,1507.68,2378.73,3,18
0.002,0.25,32784,141.156,221.034,3,17
0.05,0.25,2064,3183.18,5023.11,3,18
0.02,0.125,6168,1227.19,1947.66,4,28
0.002,0.125,49176,116.98,183.664,8,22
0.05,0.125,3096,2975.63,4698.67,4,23
0.02,0.0625,8224,1272.73,2009.21,5,28
0.002,0.0625,65568,104.844,164.635,7,29
