epsilon,delta,memory,averageError,queryTime,updateTime,threshold
3.35693e-05,0.002,9437256,0,58,644,0.1
3.35693e-05,0.002,9437304,0,47,616,0.01
3.35693e-05,0.002,9438232,0,47,647,0.001
3.35693e-05,0.002,9464184,0,45,770,0.0001
3.35693e-05,0.002,9488776,0,48,803,1e-05
1.67847e-05,0.002,18874440,0,58,636,0.1
1.67847e-05,0.002,18874488,0,58,669,0.01
1.67847e-05,0.002,18875416,0,59,693,0.001
1.67847e-05,0.002,18901368,0,55,769,0.0001
1.67847e-05,0.002,18925960,0,58,811,1e-05
8.39233e-06,0.002,37748808,0,59,645,0.1
8.39233e-06,0.002,37748856,0,62,694,0.01
8.39233e-06,0.002,37749784,0,58,714,0.001
8.39233e-06,0.002,37775736,0,61,784,0.0001
8.39233e-06,0.002,37800328,0,60,808,1e-05
4.19617e-06,0.002,75497544,0,63,644,0.1
4.19617e-06,0.002,75497592,0,60,651,0.01
4.19617e-06,0.002,75498520,0,63,669,0.001
4.19617e-06,0.002,75524472,0,62,827,0.0001
4.19617e-06,0.002,75549064,0,63,832,1e-05
2.09808e-06,0.002,150995016,0,65,652,0.1
2.09808e-06,0.002,150995064,0,76,655,0.01
2.09808e-06,0.002,150995992,0,64,702,0.001
2.09808e-06,0.002,151021944,0,104,911,0.0001
2.09808e-06,0.002,151046536,0,73,985,1e-05
0.275,0.03125,680,41273.6,41,705,0.1
0.275,0.03125,728,40874,41,661,0.01
0.275,0.03125,1656,37625.2,41,664,0.001
0.275,0.03125,27608,22791.3,42,924,0.0001
0.275,0.03125,52200,19748.4,42,911,1e-05
0.1375,0.03125,1320,19734.9,38,632,0.1
0.1375,0.03125,1368,19744.3,47,741,0.01
0.1375,0.03125,2296,18210.6,43,765,0.001
0.1375,0.03125,28248,11154.2,40,797,0.0001
0.1375,0.03125,52840,9718.35,38,800,1e-05
0.06875,0.03125,2600,9444.15,35,587,0.1
0.06875,0.03125,2648,9388.32,47,582,0.01
0.06875,0.03125,3576,8694.73,42,686,0.001
0.06875,0.03125,29528,5464.67,39,878,0.0001
0.06875,0.03125,54120,4709.96,35,785,1e-05
0.034375,0.03125,5160,4372.64,35,565,0.1
0.034375,0.03125,5208,4322.29,36,572,0.01
0.034375,0.03125,6136,4137.36,37,584,0.001
0.034375,0.03125,32088,2629.18,41,778,0.0001
0.034375,0.03125,56680,2280.46,39,890,1e-05
0.0171875,0.03125,10280,1976.52,36,635,0.1
0.0171875,0.03125,10328,1980.97,36,547,0.01
0.0171875,0.03125,11256,1886.46,36,602,0.001
0.0171875,0.03125,37208,1250.86,36,730,0.0001
0.0171875,0.03125,61800,1084.55,39,775,1e-05
0.00859375,0.03125,20520,877.197,39,618,0.1
0.00859375,0.03125,20568,862.567,37,619,0.01
0.00859375,0.03125,21496,839.344,36,633,0.001
0.00859375,0.03125,47448,586.289,40,764,0.0001
0.00859375,0.03125,72040,500.503,37,766,1e-05
0.00429688,0.03125,41000,367.601,36,542,0.1
0.00429688,0.03125,41048,365.029,40,571,0.01
0.00429688,0.03125,41976,357.892,39,635,0.001
0.00429688,0.03125,67928,261.49,39,787,0.0001
0.00429688,0.03125,92520,229.82,38,773,1e-05
0.00214844,0.03125,81960,148.286,36,553,0.1
0.00214844,0.03125,82008,145.662,36,548,0.01
0.00214844,0.03125,82936,144.687,36,577,0.001
0.00214844,0.03125,108888,115.729,40,806,0.0001
0.00214844,0.03125,133480,98.6917,39,826,1e-05
0.00107422,0.03125,163880,55.0954,39,593,0.1
0.00107422,0.03125,163928,55.4185,38,564,0.01
0.00107422,0.03125,164856,54.6176,36,595,0.001
0.00107422,0.03125,190808,45.4011,38,719,0.0001
0.00107422,0.03125,215400,40.0369,38,753,1e-05
0.000537109,0.03125,327720,19.0228,38,616,0.1
0.000537109,0.03125,327768,19.1571,38,602,0.01
0.000537109,0.03125,328696,19.0272,41,638,0.001
0.000537109,0.03125,354648,18.07,37,723,0.0001
0.000537109,0.03125,379240,14.8283,38,766,1e-05
0.000268555,0.03125,655400,5.67958,37,565,0.1
0.000268555,0.03125,655448,5.99058,37,553,0.01
0.000268555,0.03125,656376,5.77444,41,641,0.001
0.000268555,0.03125,682328,5.44278,40,813,0.0001
0.000268555,0.03125,706920,4.77095,42,818,1e-05
0.000134277,0.03125,1310760,1.50098,37,566,0.1
0.000134277,0.03125,1310808,1.42967,38,563,0.01
0.000134277,0.03125,1311736,1.74926,37,603,0.001
0.000134277,0.03125,1337688,1.25857,43,759,0.0001
0.000134277,0.03125,1362280,1.1382,43,851,1e-05
6.71387e-05,0.03125,2621480,0.0512968,44,631,0.1
6.71387e-05,0.03125,2621528,0.113591,38,589,0.01
6.71387e-05,0.03125,2622456,0.108549,38,608,0.001
6.71387e-05,0.03125,2648408,0.0600298,38,769,0.0001
6.71387e-05,0.03125,2673000,0.0685,38,800,1e-05
3.35693e-05,0.03125,5242920,0.00595543,43,678,0.1
3.35693e-05,0.03125,5242968,0.000387854,42,647,0.01
3.35693e-05,0.03125,5243896,0.000237717,39,664,0.001
3.35693e-05,0.03125,5269848,0,39,800,0.0001
3.35693e-05,0.03125,5294440,0,40,835,1e-05
1.67847e-05,0.03125,10485800,0,51,631,0.1
1.67847e-05,0.03125,10485848,0,45,643,0.01
1.67847e-05,0.03125,10486776,0,47,635,0.001
1.67847e-05,0.03125,10512728,0,44,801,0.0001
1.67847e-05,0.03125,10537320,0,46,801,1e-05
8.39233e-06,0.03125,20971560,0,49,594,0.1
8.39233e-06,0.03125,20971608,0,48,605,0.01
8.39233e-06,0.03125,20972536,0,50,628,0.001
8.39233e-06,0.03125,20998488,0,51,808,0.0001
8.39233e-06,0.03125,21023080,0,53,810,1e-05
4.19617e-06,0.03125,41943080,0,52,605,0.1
4.19617e-06,0.03125,41943128,0,52,610,0.01
4.19617e-06,0.03125,41944056,0,51,626,0.001
4.19617e-06,0.03125,41970008,0,49,748,0.0001
4.19617e-06,0.03125,41994600,0,51,830,1e-05
2.09808e-06,0.03125,83886120,0,53,615,0.1
2.09808e-06,0.03125,83886168,0,53,616,0.01
2.09808e-06,0.03125,83887096,0,53,641,0.001
2.09808e-06,0.03125,83913048,0,51,761,0.0001
2.09808e-06,0.03125,83937640,0,52,791,1e-05
0.275,0.125,408,42475.8,34,538,0.1
0.275,0.125,456,41686.6,34,550,0.01
0.275,0.125,1384,38009.1,34,576,0.001
0.275,0.125,27336,22961.8,34,723,0.0001
0.275,0.125,51928,20016.6,36,755,1e-05
0.1375,0.125,792,20628.3,35,534,0.1
0.1375,0.125,840,20439.3,33,541,0.01
0.1375,0.125,1768,18812.5,35,584,0.001
0.1375,0.125,27720,11336.2,35,729,0.0001
0.1375,0.125,52312,9780.29,36,795,1e-05
0.06875,0.125,1560,9752.43,36,531,0.1
0.06875,0.125,1608,9792.54,34,536,0.01
0.06875,0.125,2536,9092.44,36,613,0.001
0.06875,0.125,28488,5599.87,34,831,0.0001
0.06875,0.125,53080,4826.59,34,745,1e-05
0.034375,0.125,3096,4597.33,37,643,0.1
0.034375,0.125,3144,4594.26,34,554,0.01
0.034375,0.125,4072,4287.54,34,560,0.001
0.034375,0.125,30024,2737.48,44,769,0.0001
0.034375,0.125,54616,2345.41,34,762,1e-05
0.0171875,0.125,6168,2153.51,33,548,0.1
0.0171875,0.125,6216,2134.65,34,559,0.01
0.0171875,0.125,7144,2056.31,38,584,0.001
0.0171875,0.125,33096,1306.71,34,737,0.0001
0.0171875,0.125,57688,1135.64,35,757,1e-05
0.00859375,0.125,12312,961.113,35,533,0.1
0.00859375,0.125,12360,1060.64,32,530,0.01
0.00859375,0.125,13288,934.485,34,563,0.001
0.00859375,0.125,39240,620.558,35,745,0.0001
0.00859375,0.125,63832,537.913,36,768,1e-05
0.00429688,0.125,24600,420.732,38,547,0.1
0.00429688,0.125,24648,420.944,34,534,0.01
0.00429688,0.125,25576,412.284,34,569,0.001
0.00429688,0.125,51528,286.663,35,715,0.0001
0.00429688,0.125,76120,248.754,37,755,1e-05
0.00214844,0.125,49176,189.085,36,584,0.1
0.00214844,0.125,49224,176.708,34,552,0.01
0.00214844,0.125,50152,172.586,35,579,0.001
0.00214844,0.125,76104,127.098,35,715,0.0001
0.00214844,0.125,100696,111.342,35,766,1e-05
0.00107422,0.125,98328,69.7241,35,527,0.1
0.00107422,0.125,98376,69.7429,34,547,0.01
0.00107422,0.125,99304,68.5416,36,575,0.001
0.00107422,0.125,125256,53.5534,37,736,0.0001
0.00107422,0.125,149848,46.8228,36,778,1e-05
0.000537109,0.125,196632,25.261,35,573,0.1
0.000537109,0.125,196680,25.2107,35,544,0.01
0.000537109,0.125,197608,26.8798,38,569,0.001
0.000537109,0.125,223560,20.5673,34,714,0.0001
0.000537109,0.125,248152,18.3476,35,755,1e-05
0.000268555,0.125,393240,8.03652,35,552,0.1
0.000268555,0.125,393288,8.18388,34,535,0.01
0.000268555,0.125,394216,8.44282,35,566,0.001
0.000268555,0.125,420168,6.94685,37,720,0.0001
0.000268555,0.125,444760,6.39462,41,825,1e-05
0.000134277,0.125,786456,1.87405,39,604,0.1
0.000134277,0.125,786504,2.15856,45,628,0.01
0.000134277,0.125,787432,2.21418,36,663,0.001
0.000134277,0.125,813384,1.75252,36,824,0.0001
0.000134277,0.125,837976,5.5155,40,844,1e-05
6.71387e-05,0.125,1572888,0.10442,40,608,0.1
6.71387e-05,0.125,1572936,0.539392,35,591,0.01
6.71387e-05,0.125,1573864,0.737248,43,615,0.001
6.71387e-05,0.125,1599816,0.477974,37,759,0.0001
6.71387e-05,0.125,1624408,0.365859,37,786,1e-05
3.35693e-05,0.125,3145752,0,35,561,0.1
3.35693e-05,0.125,3145800,0,35,569,0.01
3.35693e-05,0.125,3146728,0,36,644,0.001
3.35693e-05,0.125,3172680,0,37,802,0.0001
3.35693e-05,0.125,3197272,0.0475434,45,896,1e-05
1.67847e-05,0.125,6291480,0,50,624,0.1
1.67847e-05,0.125,6291528,0,46,615,0.01
1.67847e-05,0.125,6292456,0,41,599,0.001
1.67847e-05,0.125,6318408,0,39,741,0.0001
1.67847e-05,0.125,6343000,0,39,771,1e-05
8.39233e-06,0.125,12582936,0,47,566,0.1
8.39233e-06,0.125,12582984,0,45,576,0.01
8.39233e-06,0.125,12583912,0,46,615,0.001
8.39233e-06,0.125,12609864,0,43,749,0.0001
8.39233e-06,0.125,12634456,0,44,782,1e-05
4.19617e-06,0.125,25165848,0,48,597,0.1
4.19617e-06,0.125,25165896,0,49,606,0.01
4.19617e-06,0.125,25166824,0,49,602,0.001
4.19617e-06,0.125,25192776,0,50,753,0.0001
4.19617e-06,0.125,25217368,0,46,787,1e-05
2.09808e-06,0.125,50331672,0,47,564,0.1
2.09808e-06,0.125,50331720,0,49,594,0.01
2.09808e-06,0.125,50332648,0,47,601,0.001
2.09808e-06,0.125,50358600,0,48,739,0.0001
2.09808e-06,0.125,50383192,0,48,800,1e-05
