epsilon,delta,memory,averageError,queryTime,updateTime,threshold
0.000268555,0.125,420168,7.72495,47,801,0.0001
0.000268555,0.125,432808,6.5318,42,806,5e-05
0.000268555,0.125,444760,6.28505,38,903,1e-05
0.000134277,0.125,786456,2.13076,48,625,0.1
0.000134277,0.125,786504,2.70706,38,591,0.01
0.000134277,0.125,786568,3.01428,37,638,0.005
0.000134277,0.125,787432,2.45074,38,606,0.001
0.000134277,0.125,789656,1.95707,36,716,0.0005
0.000134277,0.125,813384,1.78144,38,849,0.0001
0.000134277,0.125,826024,2.67549,36,804,5e-05
0.000134277,0.125,837976,2.27385,34,795,1e-05
6.71387e-05,0.125,1572888,0.926783,34,559,0.1
6.71387e-05,0.125,1572936,0.804009,37,562,0.01
6.71387e-05,0.125,1573000,0.623006,35,571,0.005
6.71387e-05,0.125,1573864,0.433996,38,595,0.001
6.71387e-05,0.125,1576088,0.133659,35,640,0.0005
6.71387e-05,0.125,1599816,0.311785,35,742,0.0001
6.71387e-05,0.125,1612456,0.292192,36,763,5e-05
6.71387e-05,0.125,1624408,1.1232,36,778,1e-05
3.35693e-05,0.125,3145752,0,34,564,0.1
3.35693e-05,0.125,3145800,0.0099716,37,576,0.01
3.35693e-05,0.125,3145864,0.00182667,34,570,0.005
3.35693e-05,0.125,3146728,0.350282,37,591,0.001
3.35693e-05,0.125,3148952,0.0726413,36,622,0.0005
3.35693e-05,0.125,3172680,0.195091,36,741,0.0001
3.35693e-05,0.125,3185320,0,35,765,5e-05
3.35693e-05,0.125,3197272,0.0121861,37,785,1e-05
1.67847e-05,0.125,6291480,0,39,561,0.1
1.67847e-05,0.125,6291528,0,42,564,0.01
1.67847e-05,0.125,6291592,0,37,567,0.005
1.67847e-05,0.125,6292456,0,35,594,0.001
1.67847e-05,0.125,6294680,0,37,639,0.0005
1.67847e-05,0.125,6318408,0.00537991,38,740,0.0001
1.67847e-05,0.125,6331048,0,40,769,5e-05
1.67847e-05,0.125,6343000,0,40,779,1e-05
8.39233e-06,0.125,12582936,0,42,563,0.1
8.39233e-06,0.125,12582984,0,43,576,0.01
8.39233e-06,0.125,12583048,0,42,586,0.005
8.39233e-06,0.125,12583912,0,43,600,0.001
8.39233e-06,0.125,12586136,0,42,637,0.0005
8.39233e-06,0.125,12609864,0,44,745,0.0001
8.39233e-06,0.125,12622504,0,40,766,5e-05
8.39233e-06,0.125,12634456,0,45,789,1e-05
4.19617e-06,0.125,25165848,0,47,586,0.1
4.19617e-06,0.125,25165896,0,47,572,0.01
4.19617e-06,0.125,25165960,0,45,575,0.005
4.19617e-06,0.125,25166824,0,44,611,0.001
4.19617e-06,0.125,25169048,0,44,636,0.0005
4.19617e-06,0.125,25192776,0,42,743,0.0001
4.19617e-06,0.125,25205416,0,48,777,5e-05
4.19617e-06,0.125,25217368,0,48,789,1e-05
2.09808e-06,0.125,50331672,0,46,567,0.1
2.09808e-06,0.125,50331720,0,46,571,0.01
2.09808e-06,0.125,50331784,0,47,580,0.005
2.09808e-06,0.125,50332648,0,46,599,0.001
2.09808e-06,0.125,50334872,0,48,631,0.0005
2.09808e-06,0.125,50358600,0,49,741,0.0001
2.09808e-06,0.125,50371240,0,51,775,5e-05
2.09808e-06,0.125,50383192,0,51,789,1e-05
0.275,1e-05,2312,39101.8,44,599,0.1
0.275,1e-05,2360,38875.3,44,604,0.01
0.275,1e-05,2424,38546.4,44,611,0.005
0.275,1e-05,3288,36121.1,45,632,0.001
0.275,1e-05,5512,32750.4,44,653,0.0005
0.275,1e-05,29240,22070.8,46,761,0.0001
0.275,1e-05,41880,20475.9,45,784,5e-05
0.275,1e-05,53832,19285.9,44,796,1e-05
0.1375,1e-05,4488,18642.8,43,611,0.1
0.1375,1e-05,4536,18792,44,607,0.01
0.1375,1e-05,4600,18343.3,44,614,0.005
0.1375,1e-05,5464,17393.5,43,628,0.001
0.1375,1e-05,7688,15807.3,44,659,0.0005
0.1375,1e-05,31416,10851.3,44,757,0.0001
0.1375,1e-05,44056,9992.58,44,795,5e-05
0.1375,1e-05,56008,9418.29,45,801,1e-05
0.06875,1e-05,8840,8643.07,43,607,0.1
0.06875,1e-05,8888,8661.39,44,616,0.01
0.06875,1e-05,8952,8522.19,45,615,0.005
0.06875,1e-05,9816,8272.17,44,636,0.001
0.06875,1e-05,12040,7549.21,44,655,0.0005
0.06875,1e-05,35768,5237.61,44,762,0.0001
0.06875,1e-05,48408,4797.19,44,795,5e-05
0.06875,1e-05,60360,4521.49,45,793,1e-05
0.034375,1e-05,17544,3880.06,44,605,0.1
0.034375,1e-05,17592,3889.71,48,719,0.01
0.034375,1e-05,17656,3841.58,62,804,0.005
0.034375,1e-05,18520,3750.68,43,743,0.001
0.034375,1e-05,20744,3463.09,43,664,0.0005
0.034375,1e-05,44472,2487.7,42,775,0.0001
0.034375,1e-05,57112,2287.56,46,963,5e-05
0.034375,1e-05,69064,2151.27,48,946,1e-05
0.0171875,1e-05,34952,1704.68,46,671,0.1
0.0171875,1e-05,35000,1703.6,47,647,0.01
0.0171875,1e-05,35064,1693.57,47,662,0.005
0.0171875,1e-05,35928,1641.26,46,642,0.001
0.0171875,1e-05,38152,1584.73,44,645,0.0005
0.0171875,1e-05,61880,1139.93,44,761,0.0001
0.0171875,1e-05,74520,1057.3,49,877,5e-05
0.0171875,1e-05,86472,997.771,54,996,1e-05
0.00859375,1e-05,69768,719.074,65,715,0.1
0.00859375,1e-05,69816,715.395,47,702,0.01
0.00859375,1e-05,69880,710.683,42,625,0.005
0.00859375,1e-05,70744,679.214,44,673,0.001
0.00859375,1e-05,72968,665.704,44,657,0.0005
0.00859375,1e-05,96696,519.468,48,748,0.0001
0.00859375,1e-05,109336,478.648,52,827,5e-05
0.00859375,1e-05,121288,451.439,44,796,1e-05
0.00429688,1e-05,139400,284.328,46,603,0.1
0.00429688,1e-05,139448,285.756,45,675,0.01
0.00429688,1e-05,139512,278.281,46,866,0.005
0.00429688,1e-05,140376,283.957,65,896,0.001
0.00429688,1e-05,142600,273.206,55,911,0.0005
0.00429688,1e-05,166328,221.634,51,1112,0.0001
0.00429688,1e-05,178968,206.801,50,843,5e-05
0.00429688,1e-05,190920,193.883,52,1078,1e-05
0.00214844,1e-05,278664,106.409,48,682,0.1
0.00214844,1e-05,278712,108.285,46,696,0.01
0.00214844,1e-05,278776,108.784,58,1008,0.005
0.00214844,1e-05,279640,108.429,55,719,0.001
0.00214844,1e-05,281864,106.039,52,732,0.0005
0.00214844,1e-05,305592,88.8833,47,886,0.0001
0.00214844,1e-05,318232,84.7183,46,813,5e-05
0.00214844,1e-05,330184,78.2861,51,834,1e-05
0.00107422,1e-05,557192,37.3848,48,668,0.1
0.00107422,1e-05,557240,38.2222,60,732,0.01
0.00107422,1e-05,557304,38.1818,59,691,0.005
0.00107422,1e-05,558168,37.5479,50,769,0.001
0.00107422,1e-05,560392,38.4121,48,717,0.0005
0.00107422,1e-05,584120,33.4599,48,806,0.0001
0.00107422,1e-05,596760,31.6558,50,806,5e-05
0.00107422,1e-05,608712,28.8038,56,887,1e-05
0.000537109,1e-05,1114248,12.322,52,708,0.1
0.000537109,1e-05,1114296,12.1843,54,954,0.01
0.000537109,1e-05,1114360,12.4575,46,735,0.005
0.000537109,1e-05,1115224,12.5589,51,744,0.001
0.000537109,1e-05,1117448,12.4051,49,736,0.0005
0.000537109,1e-05,1141176,11.0084,53,863,0.0001
0.000537109,1e-05,1153816,10.818,47,825,5e-05
0.000537109,1e-05,1165768,10.4606,47,806,1e-05
0.000268555,1e-05,2228360,3.58998,47,621,0.1
0.000268555,1e-05,2228408,3.61301,49,645,0.01
0.000268555,1e-05,2228472,3.62249,50,700,0.005
0.000268555,1e-05,2229336,3.7113,57,723,0.001
0.000268555,1e-05,2231560,3.52119,52,748,0.0005
0.000268555,1e-05,2255288,3.12648,55,1127,0.0001
0.000268555,1e-05,2267928,2.92324,50,842,5e-05
0.000268555,1e-05,2279880,3.21523,49,846,1e-05
0.000134277,1e-05,4456584,0.688215,57,770,0.1
0.000134277,1e-05,4456632,0.705469,67,880,0.01
0.000134277,1e-05,4456696,0.64983,60,727,0.005
0.000134277,1e-05,4457560,0.602675,49,790,0.001
0.000134277,1e-05,4459784,0.737836,57,911,0.0005
0.000134277,1e-05,4483512,0.599547,49,825,0.0001
0.000134277,1e-05,4496152,0.595118,48,931,5e-05
0.000134277,1e-05,4508104,0.399164,48,816,1e-05
6.71387e-05,1e-05,8913032,6.25571e-05,51,711,0.1
6.71387e-05,1e-05,8913080,0.000675617,69,897,0.01
6.71387e-05,1e-05,8913144,0.000137626,50,765,0.005
6.71387e-05,1e-05,8914008,0.00595543,121,891,0.001
6.71387e-05,1e-05,8916232,0.0110601,78,1032,0.0005
6.71387e-05,1e-05,8939960,6.25571e-05,73,1002,0.0001
6.71387e-05,1e-05,8952600,0.000100091,53,991,5e-05
6.71387e-05,1e-05,8964552,0.000150137,70,935,1e-05
3.35693e-05,1e-05,17825928,0,77,902,0.1
3.35693e-05,1e-05,17825976,0,78,821,0.01
3.35693e-05,1e-05,17826040,0,71,761,0.005
3.35693e-05,1e-05,17826904,0,72,783,0.001
3.35693e-05,1e-05,17829128,0,70,794,0.0005
3.35693e-05,1e-05,17852856,0,78,877,0.0001
3.35693e-05,1e-05,17865496,0,74,883,5e-05
3.35693e-05,1e-05,17877448,0,72,920,1e-05
1.67847e-05,1e-05,35651720,0,84,907,0.1
1.67847e-05,1e-05,35651768,0,83,797,0.01
1.67847e-05,1e-05,35651832,0,81,802,0.005
1.67847e-05,1e-05,35652696,0,101,977,0.001
1.67847e-05,1e-05,35654920,0,87,841,0.0005
1.67847e-05,1e-05,35678648,0,81,903,0.0001
1.67847e-05,1e-05,35691288,0,83,872,5e-05
1.67847e-05,1e-05,35703240,0,78,889,1e-05
8.39233e-06,1e-05,71303304,0,87,782,0.1
8.39233e-06,1e-05,71303352,0,84,759,0.01
8.39233e-06,1e-05,71303416,0,83,767,0.005
8.39233e-06,1e-05,71304280,0,84,771,0.001
8.39233e-06,1e-05,71306504,0,88,785,0.0005
8.39233e-06,1e-05,71330232,0,89,886,0.0001
8.39233e-06,1e-05,71342872,0,94,894,5e-05
8.39233e-06,1e-05,71354824,0,86,944,1e-05
4.19617e-06,1e-05,142606472,0,90,795,0.1
4.19617e-06,1e-05,142606520,0,86,772,0.01
4.19617e-06,1e-05,142606584,0,84,759,0.005
4.19617e-06,1e-05,142607448,0,87,786,0.001
4.19617e-06,1e-05,142609672,0,89,791,0.0005
4.19617e-06,1e-05,142633400,0,86,847,0.0001
4.19617e-06,1e-05,142646040,0,85,871,5e-05
4.19617e-06,1e-05,142657992,0,86,915,1e-05
2.09808e-06,1e-05,285212808,0,99,783,0.1
2.09808e-06,1e-05,285212856,0,89,763,0.01
2.09808e-06,1e-05,285212920,0,88,779,0.005
2.09808e-06,1e-05,285213784,0,91,816,0.001
2.09808e-06,1e-05,285216008,0,93,889,0.0005
2.09808e-06,1e-05,285239736,0,91,1015,0.0001
2.09808e-06,1e-05,285252376,0,90,1025,5e-05
2.09808e-06,1e-05,285264328,0,141,1236,1e-05
0.275,0.002,1224,40180.1,51,795,0.1
0.275,0.002,1272,40279.4,52,817,0.01
0.275,0.002,1336,39598,42,760,0.005
0.275,0.002,2200,36869.8,42,723,0.001
0.275,0.002,4424,33174.4,42,756,0.0005
0.275,0.002,28152,22610.3,52,895,0.0001
0.275,0.002,40792,20735.1,48,922,5e-05
0.275,0.002,52744,19498.6,66,1090,1e-05
0.1375,0.002,2376,18997,52,930,0.1
0.1375,0.002,2424,19043.9,47,814,0.01
0.1375,0.002,2488,18903.1,53,818,0.005
0.1375,0.002,3352,17770.3,53,850,0.001
0.1375,0.002,5576,16218.3,49,911,0.0005
0.1375,0.002,29304,10997,54,1027,0.0001
0.1375,0.002,41944,10120.7,46,1179,5e-05
0.1375,0.002,53896,9566.82,49,1143,1e-05
0.06875,0.002,4680,8920.51,45,772,0.1
0.06875,0.002,4728,9020.5,49,772,0.01
0.06875,0.002,4792,8773.23,43,805,0.005
0.06875,0.002,5656,8377.16,49,763,0.001
0.06875,0.002,7880,7756.85,48,863,0.0005
0.06875,0.002,31608,5341.54,57,1087,0.0001
0.06875,0.002,44248,4928.06,50,1134,5e-05
0.06875,0.002,56200,4614.14,53,1215,1e-05
0.034375,0.002,9288,4087.01,52,860,0.1
0.034375,0.002,9336,4116.03,48,936,0.01
0.034375,0.002,9400,4086.13,50,953,0.005
0.034375,0.002,10264,3822,57,881,0.001
0.034375,0.002,12488,3617.93,51,915,0.0005
0.034375,0.002,36216,2557.5,53,985,0.0001
0.034375,0.002,48856,2348.69,47,1000,5e-05
0.034375,0.002,60808,2163.83,45,992,1e-05
0.0171875,0.002,18504,1815.5,46,756,0.1
0.0171875,0.002,18552,1811.72,45,782,0.01
0.0171875,0.002,18616,1800.97,43,679,0.005
0.0171875,0.002,19480,1785.43,46,830,0.001
0.0171875,0.002,21704,1664.77,43,1184,0.0005
0.0171875,0.002,45432,1206.03,45,1052,0.0001
0.0171875,0.002,58072,1099.15,45,995,5e-05
0.0171875,0.002,70024,1043.68,47,893,1e-05
0.00859375,0.002,36936,751.223,44,676,0.1
0.00859375,0.002,36984,791.324,43,672,0.01
0.00859375,0.002,37048,769.012,42,773,0.005
0.00859375,0.002,37912,767.594,73,981,0.001
0.00859375,0.002,40136,734.701,51,1128,0.0005
0.00859375,0.002,63864,551.581,84,1541,0.0001
0.00859375,0.002,76504,507.92,72,1826,5e-05
0.00859375,0.002,88456,476.086,70,1580,1e-05
0.00429688,0.002,73800,315.474,52,1103,0.1
0.00429688,0.002,73848,324.798,60,1090,0.01
0.00429688,0.002,73912,314.733,47,895,0.005
0.00429688,0.002,74776,315.872,40,752,0.001
0.00429688,0.002,77000,307.456,56,864,0.0005
0.00429688,0.002,100728,242.59,73,1315,0.0001
0.00429688,0.002,113368,223.307,49,1519,5e-05
0.00429688,0.002,125320,209.529,61,1280,1e-05
0.00214844,0.002,147528,126.214,51,871,0.1
0.00214844,0.002,147576,125.527,46,1002,0.01
0.00214844,0.002,147640,125.501,64,990,0.005
0.00214844,0.002,148504,124.648,72,1349,0.001
0.00214844,0.002,150728,122.089,81,1337,0.0005
0.00214844,0.002,174456,99.7415,70,1632,0.0001
0.00214844,0.002,187096,93.3773,67,1470,5e-05
0.00214844,0.002,199048,88.5303,55,1340,1e-05
0.00107422,0.002,294984,45.2785,44,763,0.1
0.00107422,0.002,295032,44.582,43,668,0.01
0.00107422,0.002,295096,45.4142,39,655,0.005
0.00107422,0.002,295960,44.214,49,796,0.001
0.00107422,0.002,298184,44.5062,48,772,0.0005
0.00107422,0.002,321912,37.5485,41,887,0.0001
0.00107422,0.002,334552,37.2819,44,915,5e-05
0.00107422,0.002,346504,34.5977,44,961,1e-05
0.000537109,0.002,589896,14.8201,42,684,0.1
0.000537109,0.002,589944,15.2707,41,658,0.01
0.000537109,0.002,590008,15.044,72,727,0.005
0.000537109,0.002,590872,15.2318,46,722,0.001
0.000537109,0.002,593096,14.8497,52,797,0.0005
0.000537109,0.002,616824,13.5256,43,929,0.0001
0.000537109,0.002,629464,12.7406,43,942,5e-05
0.000537109,0.002,641416,12.0858,45,965,1e-05
0.000268555,0.002,1179720,4.55361,55,747,0.1
0.000268555,0.002,1179768,4.53596,43,723,0.01
0.000268555,0.002,1179832,4.76123,46,768,0.005
0.000268555,0.002,1180696,4.52365,45,760,0.001
0.000268555,0.002,1182920,4.15424,43,789,0.0005
0.000268555,0.002,1206648,3.94196,46,950,0.0001
0.000268555,0.002,1219288,3.84361,49,944,5e-05
0.000268555,0.002,1231240,3.63524,51,991,1e-05
0.000134277,0.002,2359368,1.00858,50,745,0.1
0.000134277,0.002,2359416,1.05868,53,734,0.01
0.000134277,0.002,2359480,0.946852,59,858,0.005
0.000134277,0.002,2360344,0.829544,43,895,0.001
0.000134277,0.002,2362568,0.915698,54,826,0.0005
0.000134277,0.002,2386296,0.842294,51,921,0.0001
0.000134277,0.002,2398936,0.760056,47,942,5e-05
0.000134277,0.002,2410888,0.779449,48,992,1e-05
6.71387e-05,0.002,4718664,0.036183,51,772,0.1
6.71387e-05,0.002,4718712,0.00620566,46,781,0.01
6.71387e-05,0.002,4718776,0.0188172,47,807,0.005
6.71387e-05,0.002,4719640,0.0291641,48,852,0.001
6.71387e-05,0.002,4721864,0.0423511,53,845,0.0005
6.71387e-05,0.002,4745592,0.0589288,51,935,0.0001
6.71387e-05,0.002,4758232,0.00407872,55,950,5e-05
6.71387e-05,0.002,4770184,0.00245224,56,982,1e-05
3.35693e-05,0.002,9437256,0,68,754,0.1
3.35693e-05,0.002,9437304,0,70,759,0.01
3.35693e-05,0.002,9437368,0,66,773,0.005
3.35693e-05,0.002,9438232,0,78,801,0.001
3.35693e-05,0.002,9440456,0,65,870,0.0005
3.35693e-05,0.002,9464184,0,57,952,0.0001
3.35693e-05,0.002,9476824,7.50685e-05,57,996,5e-05
3.35693e-05,0.002,9488776,0,68,997,1e-05
1.67847e-05,0.002,18874440,0,70,753,0.1
1.67847e-05,0.002,18874488,0,63,768,0.01
1.67847e-05,0.002,18874552,0,71,783,0.005
1.67847e-05,0.002,18875416,0,67,785,0.001
1.67847e-05,0.002,18877640,0,61,895,0.0005
1.67847e-05,0.002,18901368,0,77,955,0.0001
1.67847e-05,0.002,18914008,0,77,1126,5e-05
1.67847e-05,0.002,18925960,0,72,1401,1e-05
8.39233e-06,0.002,37748808,0,68,838,0.1
8.39233e-06,0.002,37748856,0,68,828,0.01
8.39233e-06,0.002,37748920,0,61,808,0.005
8.39233e-06,0.002,37749784,0,63,774,0.001
8.39233e-06,0.002,37752008,0,64,843,0.0005
8.39233e-06,0.002,37775736,0,71,928,0.0001
8.39233e-06,0.002,37788376,0,68,1045,5e-05
8.39233e-06,0.002,37800328,0,65,955,1e-05
4.19617e-06,0.002,75497544,0,83,889,0.1
4.19617e-06,0.002,75497592,0,75,857,0.01
4.19617e-06,0.002,75497656,0,78,820,0.005
4.19617e-06,0.002,75498520,0,70,764,0.001
4.19617e-06,0.002,75500744,0,71,781,0.0005
4.19617e-06,0.002,75524472,0,72,925,0.0001
4.19617e-06,0.002,75537112,0,62,962,5e-05
4.19617e-06,0.002,75549064,0,74,1046,1e-05
2.09808e-06,0.002,150995016,0,70,821,0.1
2.09808e-06,0.002,150995064,0,69,870,0.01
2.09808e-06,0.002,150995128,0,95,784,0.005
2.09808e-06,0.002,150995992,0,75,816,0.001
2.09808e-06,0.002,150998216,0,71,842,0.0005
2.09808e-06,0.002,151021944,0,89,996,0.0001
2.09808e-06,0.002,151034584,0,73,930,5e-05
2.09808e-06,0.002,151046536,0,78,935,1e-05
0.275,0.03125,680,41148.2,36,607,0.1
0.275,0.03125,728,40591.2,37,617,0.01
0.275,0.03125,792,40563.5,72,657,0.005
0.275,0.03125,1656,37761.9,34,695,0.001
0.275,0.03125,3880,33938.7,39,679,0.0005
0.275,0.03125,27608,22809.2,42,799,0.0001
0.275,0.03125,40248,20850.8,36,850,5e-05
0.275,0.03125,52200,19790.2,39,855,1e-05
0.1375,0.03125,1320,20062.6,39,628,0.1
0.1375,0.03125,1368,19778.7,38,599,0.01
0.1375,0.03125,1432,19440.3,39,597,0.005
0.1375,0.03125,2296,18200.2,35,638,0.001
0.1375,0.03125,4520,16621.8,34,686,0.0005
0.1375,0.03125,28248,11217.4,37,828,0.0001
0.1375,0.03125,40888,10278.1,37,815,5e-05
0.1375,0.03125,52840,9628.66,37,876,1e-05
0.06875,0.03125,2600,9342.85,42,618,0.1
0.06875,0.03125,2648,9349,41,599,0.01
0.06875,0.03125,2712,9256.58,38,578,0.005
0.06875,0.03125,3576,8709.68,36,680,0.001
0.06875,0.03125,5800,7737.75,38,685,0.0005
0.06875,0.03125,29528,5451.41,37,810,0.0001
0.06875,0.03125,42168,4984.59,36,853,5e-05
0.06875,0.03125,54120,4717.14,37,880,1e-05
0.034375,0.03125,5160,4357.12,39,639,0.1
0.034375,0.03125,5208,4405.46,40,605,0.01
0.034375,0.03125,5272,4319.76,39,612,0.005
0.034375,0.03125,6136,4104.36,35,638,0.001
0.034375,0.03125,8360,3796.17,38,695,0.0005
0.034375,0.03125,32088,2661.78,39,823,0.0001
0.034375,0.03125,44728,2433.18,36,887,5e-05
0.034375,0.03125,56680,2285.58,36,816,1e-05
0.0171875,0.03125,10280,1987.21,38,590,0.1
0.0171875,0.03125,10328,1977.54,40,584,0.01
0.0171875,0.03125,10392,1978,35,579,0.005
0.0171875,0.03125,11256,1919.61,37,612,0.001
0.0171875,0.03125,13480,1773.15,36,634,0.0005
0.0171875,0.03125,37208,1252.59,41,766,0.0001
0.0171875,0.03125,49848,1144.19,38,908,5e-05
0.0171875,0.03125,61800,1037.29,37,831,1e-05
0.00859375,0.03125,20520,872.807,37,583,0.1
0.00859375,0.03125,20568,870.807,40,591,0.01
0.00859375,0.03125,20632,865.271,37,601,0.005
0.00859375,0.03125,21496,850.422,36,616,0.001
0.00859375,0.03125,23720,800.485,37,632,0.0005
0.00859375,0.03125,47448,581.783,38,765,0.0001
0.00859375,0.03125,60088,535.757,35,813,5e-05
0.00859375,0.03125,72040,507.109,37,860,1e-05
0.00429688,0.03125,41000,367.535,37,573,0.1
0.00429688,0.03125,41048,365.904,36,572,0.01
0.00429688,0.03125,41112,366.176,35,582,0.005
0.00429688,0.03125,41976,356.955,40,626,0.001
0.00429688,0.03125,44200,346.312,36,679,0.0005
0.00429688,0.03125,67928,262.989,36,788,0.0001
0.00429688,0.03125,80568,242.626,38,797,5e-05
0.00429688,0.03125,92520,227.455,41,882,1e-05
0.00214844,0.03125,81960,148.576,41,606,0.1
0.00214844,0.03125,82008,147.838,37,594,0.01
0.00214844,0.03125,82072,146.973,43,600,0.005
0.00214844,0.03125,82936,145.359,36,619,0.001
0.00214844,0.03125,85160,141.476,38,651,0.0005
0.00214844,0.03125,108888,112.009,37,781,0.0001
0.00214844,0.03125,121528,104.976,36,800,5e-05
0.00214844,0.03125,133480,98.0024,40,810,1e-05
0.00107422,0.03125,163880,55.3269,37,588,0.1
0.00107422,0.03125,163928,55.1392,37,598,0.01
0.00107422,0.03125,163992,54.7655,36,581,0.005
0.00107422,0.03125,164856,54.3413,36,641,0.001
0.00107422,0.03125,167080,53.4969,37,654,0.0005
0.00107422,0.03125,190808,44.8286,42,782,0.0001
0.00107422,0.03125,203448,41.7736,37,815,5e-05
0.00107422,0.03125,215400,40.2431,37,807,1e-05
0.000537109,0.03125,327720,19.1825,37,592,0.1
0.000537109,0.03125,327768,19.099,42,586,0.01
0.000537109,0.03125,327832,19.0895,45,671,0.005
0.000537109,0.03125,328696,18.7795,45,704,0.001
0.000537109,0.03125,330920,18.8068,37,660,0.0005
0.000537109,0.03125,354648,16.3438,38,794,0.0001
0.000537109,0.03125,367288,16.6297,38,807,5e-05
0.000537109,0.03125,379240,14.8576,38,837,1e-05
0.000268555,0.03125,655400,5.85219,38,588,0.1
0.000268555,0.03125,655448,6.34401,36,609,0.01
0.000268555,0.03125,655512,6.38595,39,617,0.005
0.000268555,0.03125,656376,5.71341,38,632,0.001
0.000268555,0.03125,658600,5.73054,39,657,0.0005
0.000268555,0.03125,682328,4.9897,38,776,0.0001
0.000268555,0.03125,694968,4.8256,39,800,5e-05
0.000268555,0.03125,706920,4.63636,40,825,1e-05
0.000134277,0.03125,1310760,2.38755,38,600,0.1
0.000134277,0.03125,1310808,1.42359,43,626,0.01
0.000134277,0.03125,1310872,1.31651,38,611,0.005
0.000134277,0.03125,1311736,1.49423,38,631,0.001
0.000134277,0.03125,1313960,1.48405,37,696,0.0005
0.000134277,0.03125,1337688,1.18051,39,792,0.0001
0.000134277,0.03125,1350328,1.20063,38,821,5e-05
0.000134277,0.03125,1362280,1.57694,38,839,1e-05
6.71387e-05,0.03125,2621480,0.132996,38,610,0.1
6.71387e-05,0.03125,2621528,0.0438525,39,611,0.01
6.71387e-05,0.03125,2621592,0.215221,38,623,0.005
6.71387e-05,0.03125,2622456,0.205112,39,654,0.001
6.71387e-05,0.03125,2624680,0.356763,40,672,0.0005
6.71387e-05,0.03125,2648408,0.177212,42,808,0.0001
6.71387e-05,0.03125,2661048,0.224617,39,847,5e-05
6.71387e-05,0.03125,2673000,0.0948616,39,845,1e-05
3.35693e-05,0.03125,5242920,0,43,624,0.1
3.35693e-05,0.03125,5242968,0,40,661,0.01
3.35693e-05,0.03125,5243032,0.000663105,42,631,0.005
3.35693e-05,0.03125,5243896,0,43,638,0.001
3.35693e-05,0.03125,5246120,0,38,684,0.0005
3.35693e-05,0.03125,5269848,0,44,793,0.0001
3.35693e-05,0.03125,5282488,0,53,907,5e-05
3.35693e-05,0.03125,5294440,0,43,901,1e-05
1.67847e-05,0.03125,10485800,0,48,642,0.1
1.67847e-05,0.03125,10485848,0,45,639,0.01
1.67847e-05,0.03125,10485912,0,64,655,0.005
1.67847e-05,0.03125,10486776,0,48,664,0.001
1.67847e-05,0.03125,10489000,0,47,697,0.0005
1.67847e-05,0.03125,10512728,0,45,802,0.0001
1.67847e-05,0.03125,10525368,0,46,770,5e-05
1.67847e-05,0.03125,10537320,0,47,790,1e-05
8.39233e-06,0.03125,20971560,0,49,616,0.1
8.39233e-06,0.03125,20971608,0,49,602,0.01
8.39233e-06,0.03125,20971672,0,51,608,0.005
8.39233e-06,0.03125,20972536,0,47,610,0.001
8.39233e-06,0.03125,20974760,0,50,672,0.0005
8.39233e-06,0.03125,20998488,0,59,842,0.0001
8.39233e-06,0.03125,21011128,0,54,883,5e-05
8.39233e-06,0.03125,21023080,0,72,1149,1e-05
4.19617e-06,0.03125,41943080,0,60,706,0.1
4.19617e-06,0.03125,41943128,0,56,710,0.01
4.19617e-06,0.03125,41943192,0,56,710,0.005
4.19617e-06,0.03125,41944056,0,57,890,0.001
4.19617e-06,0.03125,41946280,0,58,754,0.0005
4.19617e-06,0.03125,41970008,0,64,906,0.0001
4.19617e-06,0.03125,41982648,0,102,1292,5e-05
4.19617e-06,0.03125,41994600,0,53,1207,1e-05
2.09808e-06,0.03125,83886120,0,50,809,0.1
2.09808e-06,0.03125,83886168,0,93,996,0.01
2.09808e-06,0.03125,83886232,0,54,753,0.005
2.09808e-06,0.03125,83887096,0,60,830,0.001
2.09808e-06,0.03125,83889320,0,66,838,0.0005
2.09808e-06,0.03125,83913048,0,75,1544,0.0001
2.09808e-06,0.03125,83925688,0,100,1615,5e-05
2.09808e-06,0.03125,83937640,0,52,1269,1e-05
0.275,0.125,408,42361.7,36,535,0.1
0.275,0.125,456,41910.6,41,567,0.01
0.275,0.125,520,41389.9,34,548,0.005
0.275,0.125,1384,38054.8,35,622,0.001
0.275,0.125,3608,34404.6,33,614,0.0005
0.275,0.125,27336,23171.4,38,759,0.0001
0.275,0.125,39976,21126.8,38,798,5e-05
0.275,0.125,51928,20030.1,37,857,1e-05
0.1375,0.125,792,20875,39,611,0.1
0.1375,0.125,840,20567.9,33,533,0.01
0.1375,0.125,904,20110.7,39,572,0.005
0.1375,0.125,1768,18587.8,32,586,0.001
0.1375,0.125,3992,16954.7,32,617,0.0005
0.1375,0.125,27720,11386,34,732,0.0001
0.1375,0.125,40360,10468,34,736,5e-05
0.1375,0.125,52312,9803.01,34,759,1e-05
0.06875,0.125,1560,9975.57,32,549,0.1
0.06875,0.125,1608,9777.16,32,542,0.01
0.06875,0.125,1672,9695.47,32,541,0.005
0.06875,0.125,2536,9060.51,33,561,0.001
0.06875,0.125,4760,8269.69,34,583,0.0005
0.06875,0.125,28488,5577.46,34,699,0.0001
0.06875,0.125,41128,5137,33,730,5e-05
0.06875,0.125,53080,4829.74,34,743,1e-05
0.034375,0.125,3096,4654.77,32,524,0.1
