epsilon,delta,memory,relativeError,averageError,queryTime,updateTime
0.05,0.25,2064,3170.72,5004.21,36,527
0.02,0.125,6168,1410.83,2225.25,36,535
0.002,0.125,49176,117.466,184.557,35,548
0.05,0.125,3096,2992.86,4724.11,35,530
0.02,0.0625,8224,1341.42,2114.74,37,540
0.002,0.0625,65568,107.313,168.197,36,548
0.05,0.0625,4128,2897.63,4572.88,37,543
0.02,0.03125,10280,1290.12,2035.75,37,542
0.002,0.03125,81960,99.9728,156.775,36,552
0.05,0.03125,5160,2825.93,4459.56,40,544
0.02,0.015625,12336,1268.65,2001.21,38,549
0.002,0.015625,98352,95.3239,149.569,39,557
0.05,0.015625,6192,2764.42,4364.35,40,554
0.02,0.0078125,14392,1161.84,1835.96,39,560
0.002,0.0078125,114744,91.5025,143.49,39,556
0.05,0.0078125,7224,2036.39,3267.14,38,562
0.02,0.00390625,16448,1230.29,1941.51,40,569
0.002,0.00390625,131136,85.0333,133.84,40,567
0.05,0.00390625,8256,2714.08,4283.89,40,554
0.02,0.00195312,18504,1186.21,1871.77,40,574
0.002,0.00195312,147528,81.9972,129.115,41,572
0.05,0.00195312,9288,2674.52,4222.09,40,564
0.02,0.000976562,20560,848.24,1370.13,41,570
0.002,0.000976562,163920,81.9137,128.698,42,583
0.05,0.000976562,10320,2558.1,4043.46,40,576
0.02,0.000488281,22616,803.544,1326.51,43,581
0.002,0.000488281,180312,79.3164,124.664,42,586
0.05,0.000488281,11352,2202.02,3565.94,41,571
0.02,0.000244141,24672,1162.79,1835.21,42,579
0.002,0.000244141,196704,73.4716,116.406,49,598
0.05,0.000244141,12384,2530.79,3996.33,43,586
0.02,0.00012207,26728,1063.71,1684.66,43,577
0.002,0.00012207,213096,77.4864,121.641,46,602
0.05,0.00012207,13416,2593.73,4094.05,43,592
0.02,6.10352e-05,28784,1138.86,1797.24,46,594
0.002,6.10352e-05,229488,64.469,103.379,43,602
0.05,6.10352e-05,14448,2578.26,4069.8,46,589
0.02,3.05176e-05,30840,1118.97,1765.92,45,600
0.002,3.05176e-05,245880,69.3417,109.667,45,613
0.05,3.05176e-05,15480,2558.65,4038.75,46,597
0.02,1.52588e-05,32896,1126.9,1777.94,46,600
0.002,1.52588e-05,262272,69.3128,109.327,47,623
0.05,1.52588e-05,16512,2563.81,4046.94,46,612
0.02,7.62939e-06,34952,1051.25,1661.6,45,617
0.002,7.62939e-06,278664,73.7289,115.8,47,620
0.05,7.62939e-06,17544,2519.56,3977.96,46,613
0.02,3.8147e-06,37008,1110.13,1752.5,47,608
0.002,3.8147e-06,295056,67.593,106.64,47,633
0.05,3.8147e-06,18576,2493.46,3936.92,47,617
0.02,1.90735e-06,39064,1036.59,1637.96,47,625
0.002,1.90735e-06,311448,70.1761,110.432,48,638
0.05,1.90735e-06,19608,2509.85,3962.14,48,615
0.02,0.25,4112,1500.77,2366.59,35,526
0.002,0.25,32784,139.757,218.934,35,528
0.05,0.25,2064,3107.22,4907.13,35,529
0.02,0.125,6168,1384.96,2185.26,37,529
0.002,0.125,49176,118.914,186.38,35,550
0.05,0.125,3096,2999.86,4736.34,36,534
0.02,0.0625,8224,1333.62,2104.72,36,536
0.002,0.0625,65568,105.616,165.875,36,549
0.05,0.0625,4128,2904.93,4585.89,36,542
0.02,0.03125,10280,1272.22,2007.73,37,542
0.002,0.03125,81960,96.0833,150.985,37,561
0.05,0.03125,5160,2706.84,4278.19,39,552
0.02,0.015625,12336,1176.91,1858.91,38,547
0.002,0.015625,98352,93.9184,147.524,39,555
0.05,0.015625,6192,2793.7,4410.54,38,552
0.02,0.0078125,14392,1183.77,1868.64,38,550
0.002,0.0078125,114744,90.7971,142.643,40,563
0.05,0.0078125,7224,2348.38,3723.15,39,553
0.02,0.00390625,16448,990.655,1585.31,39,557
0.002,0.00390625,131136,87.5796,137.518,41,572
0.05,0.00390625,8256,2560.1,4045.77,40,559
0.02,0.00195312,18504,1176.4,1856.54,40,573
0.002,0.00195312,147528,67.9255,109.856,40,563
0.05,0.00195312,9288,2660.67,4199.82,40,561
0.02,0.000976562,20560,1179.3,1860.74,41,569
0.002,0.000976562,163920,77.8197,122.768,42,593
0.05,0.000976562,10320,2566.87,4051.85,41,570
0.02,0.000488281,22616,1181.49,1864.5,42,576
0.002,0.000488281,180312,71.6746,114.168,42,589
0.05,0.000488281,11352,2580.7,4074.7,41,600
0.02,0.000244141,24672,1157.94,1827.28,42,582
0.002,0.000244141,196704,73.3116,115.525,43,594
0.05,0.000244141,12384,2568.6,4055.34,42,589
0.02,0.00012207,26728,1151.02,1816.63,44,590
0.002,0.00012207,213096,72.5233,114.373,44,597
0.05,0.00012207,13416,2026.86,3230.87,43,585
0.02,6.10352e-05,28784,950.703,1512.09,44,588
0.002,6.10352e-05,229488,66.6224,106.91,45,624
0.05,6.10352e-05,14448,2500.66,3947.82,44,593
0.02,3.05176e-05,30840,1040.12,1644.87,45,601
0.002,3.05176e-05,245880,69.2846,110.925,44,613
0.05,3.05176e-05,15480,2576.75,4067.32,44,618
0.02,1.52588e-05,32896,938.031,1493.69,43,617
0.002,1.52588e-05,262272,72.0855,113.476,46,613
0.05,1.52588e-05,16512,2560.76,4041.87,46,602
0.02,7.62939e-06,34952,1138.28,1795.39,46,607
0.002,7.62939e-06,278664,67.4125,106.855,48,627
0.05,7.62939e-06,17544,2509.15,3962.11,48,610
0.02,3.8147e-06,37008,1070.56,1690.15,48,622
0.002,3.8147e-06,295056,70.8872,111.635,48,629
0.05,3.8147e-06,18576,2511.15,3963.9,47,616
0.02,1.90735e-06,39064,1089.27,1719.23,48,629
0.002,1.90735e-06,311448,65.2229,103.551,50,634
0.05,1.90735e-06,19608,2490.35,3932.22,47,618
0.02,0.25,4112,1507.41,2377.8,35,529
0.002,0.25,32784,139.922,219.906,34,530
0.05,0.25,2064,3162.81,4993.63,34,531
0.02,0.125,6168,1415.34,2233.14,36,547
0.002,0.125,49176,140.003,219.725,35,535
0.05,0.125,3096,2972.47,4693.48,35,534
0.02,0.0625,8224,1330.98,2099.83,39,544
0.002,0.0625,65568,105.275,165.475,38,561
0.05,0.0625,4128,2893.02,4565.96,36,543
0.02,0.03125,10280,1295.66,2044.14,38,555
0.002,0.03125,81960,85.6505,139.275,38,556
0.05,0.03125,5160,2004.13,3243.11,36,556
0.02,0.015625,12336,1255.4,1981.26,41,549
0.002,0.015625,98352,93.9741,147.484,39,563
0.05,0.015625,6192,2788.43,4401.08,38,554
0.02,0.0078125,14392,1240.67,1956.38,40,556
0.002,0.0078125,114744,80.0217,126.726,39,564
0.05,0.0078125,7224,2530.96,4000.85,38,563
0.02,0.00390625,16448,1107.83,1755.4,38,563
0.002,0.00390625,131136,86.0049,135.352,41,557
0.05,0.00390625,8256,2660.36,4198.74,39,559
0.02,0.00195312,18504,1190.84,1879.12,41,568
0.002,0.00195312,147528,85.3715,134.063,43,574
0.05,0.00195312,9288,2661.88,4201.68,43,561
0.02,0.000976562,20560,1191.46,1880.05,41,569
0.002,0.000976562,163920,81.6875,128.355,42,593
0.05,0.000976562,10320,2478.33,3918.25,40,569
0.02,0.000488281,22616,1161.68,1832.92,43,572
0.002,0.000488281,180312,77.1548,121.627,45,618
0.05,0.000488281,11352,2544.07,4022.03,44,641
0.02,0.000244141,24672,1167.39,1842.21,46,636
0.002,0.000244141,196704,72.5744,114.974,48,664
0.05,0.000244141,12384,2321.73,3675.39,46,629
0.02,0.00012207,26728,1109.91,1752.8,47,693
0.002,0.00012207,213096,77.8258,122.254,48,675
0.05,0.00012207,13416,2569.45,4056.76,47,635
0.02,6.10352e-05,28784,1099.68,1736.31,45,619
0.002,6.10352e-05,229488,68.8094,109.441,46,633
0.05,6.10352e-05,14448,2576.06,4067.04,48,618
0.02,3.05176e-05,30840,1126.16,1777.85,47,667
0.002,3.05176e-05,245880,74.754,117.515,48,694
0.05,3.05176e-05,15480,2387.5,3772.49,54,684
0.02,1.52588e-05,32896,1110.51,1753.18,46,612
0.002,1.52588e-05,262272,65.1846,104.664,46,615
0.05,1.52588e-05,16512,2514.39,3969.55,45,600
0.02,7.62939e-06,34952,1116.91,1763.55,46,622
0.002,7.62939e-06,278664,72.4799,113.99,47,642
0.05,7.62939e-06,17544,2555.97,4034.55,46,621
0.02,3.8147e-06,37008,1070.59,1701.06,49,620
0.002,3.8147e-06,295056,67.0586,106.413,47,630
0.05,3.8147e-06,18576,2481.94,3920.19,46,614
0.02,1.90735e-06,39064,1081.3,1706.81,48,622
0.002,1.90735e-06,311448,66.112,104.473,50,642
0.05,1.90735e-06,19608,2381.47,3762.98,49,634
0.02,0.25,4112,1507.57,2378.76,35,524
0.002,0.25,32784,141.041,221.337,35,529
0.05,0.25,2064,3157.91,4985.38,35,529
0.02,0.125,6168,1399.8,2207.44,36,533
0.002,0.125,49176,118.169,185.609,36,537
0.05,0.125,3096,2981.23,4706.86,35,536
0.02,0.0625,8224,1346.48,2123.88,36,535
0.002,0.0625,65568,103.23,162.36,36,543
0.05,0.0625,4128,2877.29,4543.66,36,541
0.02,0.03125,10280,1299.5,2051.45,37,542
0.002,0.03125,81960,97.8165,153.684,37,561
0.05,0.03125,5160,2807.85,4433.47,37,546
0.02,0.015625,12336,1274.12,2010.05,39,548
0.002,0.015625,98352,88.3895,139.359,38,556
0.05,0.015625,6192,2737.67,4320.4,38,547
0.02,0.0078125,14392,1246.3,1965.46,39,567
0.002,0.0078125,114744,89.6368,140.906,42,560
0.05,0.0078125,7224,2696.75,4256.97,40,557
0.02,0.00390625,16448,1210.29,1909.5,39,560
0.002,0.00390625,131136,71.6374,114.767,39,581
0.05,0.00390625,8256,2708.14,4274.88,40,565
0.02,0.00195312,18504,1156.8,1826.12,41,580
0.002,0.00195312,147528,85.2119,133.8,40,622
0.05,0.00195312,9288,2661.71,4201.27,42,676
0.02,0.000976562,20560,1182.07,1865.19,44,566
0.002,0.000976562,163920,73.5813,116.776,45,580
0.05,0.000976562,10320,2620.21,4137.83,43,580
0.02,0.000488281,22616,995.568,1581.45,42,583
0.002,0.000488281,180312,76.7435,120.869,44,581
0.05,0.000488281,11352,2584.64,4079.38,42,571
0.02,0.000244141,24672,1160.9,1831.81,43,582
0.002,0.000244141,196704,80.4378,126.257,46,596
0.05,0.000244141,12384,2588.58,4086.71,44,581
0.02,0.00012207,26728,1105.73,1745.35,43,597
0.002,0.00012207,213096,73.0842,115.612,46,598
0.05,0.00012207,13416,2567.74,4055.18,44,603
0.02,6.10352e-05,28784,1111.47,1754.14,45,604
0.002,6.10352e-05,229488,75.595,118.944,45,612
0.05,6.10352e-05,14448,2587.83,4084.94,44,582
0.02,3.05176e-05,30840,1057.66,1673.62,46,609
0.002,3.05176e-05,245880,74.2828,116.853,47,612
0.05,3.05176e-05,15480,2556.9,4036.48,45,596
0.02,1.52588e-05,32896,1127.1,1778.41,45,605
0.002,1.52588e-05,262272,65.8903,105.217,48,628
0.05,1.52588e-05,16512,2549.37,4024.22,47,623
0.02,7.62939e-06,34952,1110.93,1752.87,54,612
0.002,7.62939e-06,278664,68.0764,107.403,69,867
0.05,7.62939e-06,17544,1869.92,3030.19,52,748
0.02,3.8147e-06,37008,1118.23,1763.68,52,789
0.002,3.8147e-06,295056,60.8816,97.0257,54,787
0.05,3.8147e-06,18576,2414.6,3813.1,58,776
0.02,1.90735e-06,39064,904.944,1480.49,57,742
0.002,1.90735e-06,311448,61.8056,98.4179,52,754
0.05,1.90735e-06,19608,2515.33,3971.02,53,803
